user_id,tenure_months,prior_engagement_score,weekly_watch_hours,num_devices,device_type,payment_method,account_type,has_kids_profile,region,promo_eligible,assigned_promo
1147,23,0.408,0.9,1,smart_tv,paypal,premium,0,west,1,1
1148,3,0.434,2.9,5,roku,apple_pay,student_discount,0,south,1,1
1149,16,0.323,5.5,3,tablet,paypal,student_discount,0,northeast,1,1
1150,2,0.297,0.5,1,roku,paypal,student_discount,1,midwest,0,0
1151,21,0.313,2.2,5,tablet,paypal,premium,0,midwest,1,1
1152,3,0.528,2.8,4,roku,gift_card,premium,0,west,1,1
1153,12,0.232,1.1,2,mobile,gift_card,premium,0,south,1,1
1154,28,0.542,2.7,1,mobile,gift_card,ad_supported,0,west,0,0
1155,25,0.287,6.0,1,web,apple_pay,student_discount,1,south,0,0
1156,16,0.478,2.3,2,web,paypal,premium,0,midwest,1,1
1157,12,0.422,2.5,1,tablet,paypal,premium,1,northeast,0,0
1158,21,0.18,1.1,5,roku,credit_card,student_discount,1,south,1,1
1159,22,0.606,2.6,1,smart_tv,paypal,ad_supported,0,west,1,0
1160,19,0.512,1.0,5,smart_tv,paypal,premium,1,west,1,1
1161,12,0.15,1.5,4,web,credit_card,student_discount,0,west,1,1
1162,12,0.465,0.5,5,mobile,gift_card,ad_supported,0,south,0,0
1163,23,0.262,6.1,5,smart_tv,apple_pay,student_discount,0,northeast,1,1
1164,35,0.341,0.4,1,smart_tv,apple_pay,premium,1,south,1,1
1165,9,0.105,1.8,3,smart_tv,paypal,student_discount,1,west,1,1
1166,21,0.383,1.6,2,web,credit_card,ad_supported,1,west,1,1
1167,17,0.394,2.0,5,mobile,apple_pay,student_discount,1,northeast,1,1
1168,2,0.212,4.3,5,mobile,apple_pay,student_discount,0,south,1,1
1169,11,0.512,1.5,2,smart_tv,gift_card,premium,0,west,1,1
1170,21,0.128,2.3,4,mobile,gift_card,student_discount,1,south,1,1
1171,5,0.315,1.4,1,web,apple_pay,premium,0,south,1,1
1172,34,0.327,4.0,2,web,apple_pay,premium,1,south,1,1
1173,32,0.843,4.6,2,roku,credit_card,student_discount,1,northeast,1,0
1174,10,0.12,0.6,3,tablet,apple_pay,ad_supported,0,northeast,1,1
1175,13,0.344,2.4,1,roku,apple_pay,ad_supported,0,northeast,1,1
1176,2,0.311,1.2,5,tablet,paypal,premium,0,midwest,0,0
1177,23,0.352,1.6,2,roku,gift_card,student_discount,1,west,1,1
1178,3,0.109,1.1,2,web,credit_card,student_discount,0,south,1,1
1179,21,0.476,5.0,3,roku,paypal,ad_supported,0,south,1,0
1180,10,0.388,2.4,4,roku,gift_card,ad_supported,0,west,1,1
1181,3,0.376,2.1,5,web,gift_card,student_discount,0,south,1,1
1182,15,0.236,0.7,4,roku,paypal,ad_supported,1,west,1,1
1183,10,0.024,0.9,3,roku,gift_card,student_discount,0,midwest,0,0
1184,9,0.486,0.3,2,tablet,paypal,student_discount,1,northeast,0,0
1185,16,0.156,2.7,5,mobile,gift_card,ad_supported,0,northeast,1,1
1186,24,0.572,1.3,1,web,gift_card,ad_supported,1,midwest,0,0
1187,20,0.181,0.7,3,mobile,apple_pay,ad_supported,0,south,1,1
1188,30,0.035,11.5,5,mobile,credit_card,student_discount,0,west,0,0
1189,13,0.28,5.0,5,roku,apple_pay,ad_supported,0,west,0,0
1190,1,0.394,0.5,4,web,apple_pay,ad_supported,1,west,1,1
1191,4,0.241,0.9,2,mobile,apple_pay,student_discount,0,northeast,1,1
1192,7,0.226,0.7,2,roku,paypal,ad_supported,0,south,1,1
1193,21,0.154,1.9,3,smart_tv,apple_pay,premium,0,west,1,1
1194,30,0.331,1.5,5,tablet,paypal,premium,0,south,1,1
1195,27,0.352,5.1,3,mobile,apple_pay,ad_supported,1,west,0,0
1196,26,0.47,1.8,1,mobile,apple_pay,student_discount,0,northeast,1,1
1197,19,0.3,2.9,1,smart_tv,apple_pay,premium,0,midwest,1,1
1198,14,0.564,0.9,2,web,paypal,ad_supported,0,south,1,1
1199,31,0.669,4.3,2,roku,gift_card,student_discount,0,midwest,1,0
1200,7,0.223,2.2,1,roku,credit_card,premium,1,northeast,0,0
1201,33,0.592,1.4,4,mobile,credit_card,student_discount,0,midwest,1,1
1202,9,0.33,7.8,1,web,apple_pay,student_discount,1,northeast,1,1
1203,2,0.3,3.8,3,smart_tv,credit_card,student_discount,0,northeast,1,1
1204,7,0.158,2.2,5,tablet,credit_card,student_discount,0,west,1,1
1205,5,0.423,0.4,2,mobile,paypal,student_discount,0,midwest,1,1
1206,22,0.488,1.2,4,mobile,apple_pay,premium,1,south,1,1
1207,34,0.32,1.1,2,tablet,paypal,premium,0,northeast,1,1
1208,16,0.261,4.2,3,mobile,apple_pay,student_discount,0,northeast,1,1
1209,14,0.719,2.1,2,tablet,gift_card,ad_supported,1,northeast,0,0
1210,9,0.269,0.9,1,roku,apple_pay,student_discount,1,midwest,0,0
1211,6,0.241,2.9,2,web,credit_card,ad_supported,0,northeast,1,1
1212,2,0.622,1.0,4,web,paypal,premium,0,south,1,1
1213,19,0.256,4.3,5,roku,gift_card,premium,0,midwest,1,1
1214,17,0.379,3.0,4,tablet,paypal,student_discount,0,south,1,1
1215,1,0.132,1.4,1,roku,gift_card,premium,0,west,1,1
1216,4,0.166,6.6,3,roku,credit_card,ad_supported,0,west,1,1
1217,30,0.191,2.1,3,tablet,gift_card,student_discount,0,midwest,1,1
1218,30,0.504,2.8,5,tablet,gift_card,ad_supported,0,south,1,0
1219,29,0.79,2.0,3,mobile,apple_pay,ad_supported,0,northeast,1,1
1220,21,0.595,3.5,5,mobile,apple_pay,premium,0,south,1,0
1221,3,0.142,7.8,4,web,apple_pay,ad_supported,0,south,1,1
1222,25,0.294,3.4,4,tablet,credit_card,ad_supported,0,northeast,1,1
1223,3,0.213,3.6,5,roku,gift_card,ad_supported,0,midwest,1,1
1224,11,0.414,2.3,3,tablet,gift_card,ad_supported,1,midwest,1,1
1225,21,0.279,2.8,5,tablet,credit_card,ad_supported,1,midwest,1,1
1226,14,0.5,3.0,1,smart_tv,credit_card,premium,0,west,1,0
1227,31,0.046,1.1,2,tablet,apple_pay,premium,0,south,1,1
1228,27,0.257,2.3,4,smart_tv,credit_card,ad_supported,1,midwest,1,1
1229,17,0.179,2.8,3,tablet,apple_pay,premium,0,south,0,0
1230,24,0.317,3.9,5,web,apple_pay,ad_supported,1,west,0,0
1231,35,0.095,3.1,5,tablet,apple_pay,student_discount,1,south,1,1
1232,19,0.281,1.0,5,smart_tv,apple_pay,ad_supported,0,northeast,1,1
1233,34,0.341,1.6,2,mobile,apple_pay,ad_supported,0,west,0,0
1234,3,0.156,0.7,1,tablet,paypal,ad_supported,1,west,1,1
1235,18,0.385,11.7,2,mobile,credit_card,premium,0,west,1,1
1236,31,0.439,0.6,5,tablet,paypal,student_discount,0,west,1,1
1237,15,0.488,2.4,1,roku,apple_pay,premium,0,midwest,1,1
1238,26,0.304,3.1,3,web,gift_card,premium,0,south,1,1
1239,17,0.353,3.9,5,roku,credit_card,student_discount,1,midwest,1,1
1240,13,0.174,6.2,2,mobile,paypal,ad_supported,0,west,1,1
1241,18,0.432,0.8,5,tablet,apple_pay,ad_supported,1,west,1,1
1242,12,0.399,2.4,4,web,apple_pay,premium,0,west,0,0
1243,22,0.14,3.9,3,roku,gift_card,student_discount,0,south,1,1
1244,11,0.25,3.1,1,mobile,paypal,premium,0,northeast,1,1
1245,13,0.248,9.2,2,mobile,apple_pay,student_discount,0,west,0,0
1246,25,0.17,2.3,2,web,credit_card,student_discount,0,northeast,1,1
1247,19,0.68,1.0,2,mobile,paypal,student_discount,0,south,1,1
1248,1,0.204,4.3,2,web,gift_card,premium,0,south,1,1
1249,14,0.362,1.8,1,smart_tv,paypal,ad_supported,0,west,1,1
1250,2,0.596,2.4,1,smart_tv,paypal,ad_supported,0,northeast,0,0
1251,5,0.118,1.8,2,roku,paypal,ad_supported,0,south,1,1
1252,7,0.696,1.1,3,smart_tv,apple_pay,premium,0,midwest,1,1
1253,27,0.601,1.6,5,smart_tv,paypal,premium,0,south,1,1
1254,31,0.387,3.1,2,tablet,apple_pay,ad_supported,0,south,1,1
1255,16,0.29,1.9,5,tablet,credit_card,premium,0,midwest,0,0
1256,24,0.47,1.7,5,web,paypal,ad_supported,1,northeast,1,1
1257,33,0.2,2.7,5,web,credit_card,ad_supported,0,midwest,1,1
1258,34,0.169,5.6,5,roku,credit_card,student_discount,0,midwest,0,0
1259,6,0.447,3.7,1,mobile,credit_card,student_discount,0,northeast,1,0
1260,3,0.259,3.0,3,web,paypal,student_discount,1,south,1,1
1261,34,0.555,1.7,1,smart_tv,credit_card,premium,0,midwest,0,0
1262,11,0.069,1.2,1,web,paypal,premium,0,west,1,1
1263,21,0.434,1.5,5,smart_tv,credit_card,premium,1,northeast,1,1
1264,24,0.362,2.1,4,smart_tv,paypal,premium,1,northeast,1,1
1265,2,0.308,0.7,5,web,credit_card,student_discount,0,northeast,1,1
1266,30,0.309,6.9,3,web,paypal,ad_supported,0,west,1,1
1267,27,0.253,3.0,1,mobile,credit_card,student_discount,0,south,0,0
1268,7,0.202,3.1,3,smart_tv,credit_card,premium,0,midwest,1,1
1269,1,0.1,2.7,1,smart_tv,apple_pay,student_discount,1,south,1,1
1270,23,0.613,3.8,4,mobile,gift_card,ad_supported,0,midwest,1,0
1271,7,0.19,4.7,5,web,apple_pay,premium,0,south,1,1
1272,17,0.271,1.3,3,smart_tv,apple_pay,ad_supported,1,northeast,1,1
1273,28,0.471,2.6,3,web,gift_card,student_discount,0,northeast,1,0
1274,20,0.031,2.4,2,smart_tv,gift_card,student_discount,0,west,1,1
1275,31,0.463,1.0,3,smart_tv,apple_pay,student_discount,1,south,1,1
1276,32,0.374,3.9,3,tablet,paypal,premium,1,west,1,1
1277,3,0.101,0.4,5,roku,gift_card,premium,0,midwest,0,0
1278,17,0.509,1.1,1,web,apple_pay,ad_supported,0,west,1,1
1279,20,0.043,6.5,5,smart_tv,apple_pay,student_discount,1,northeast,1,1
1280,31,0.142,1.7,3,tablet,credit_card,ad_supported,0,midwest,1,1
1281,9,0.19,3.1,5,mobile,gift_card,premium,1,south,1,1
1282,23,0.671,2.2,3,web,apple_pay,student_discount,0,south,1,1
1283,32,0.36,1.8,5,smart_tv,apple_pay,student_discount,1,west,1,1
1284,24,0.517,6.6,5,web,paypal,ad_supported,1,south,1,0
1285,9,0.077,2.3,2,web,gift_card,ad_supported,1,west,1,1
1286,30,0.355,2.6,2,mobile,credit_card,ad_supported,0,south,1,1
1287,21,0.04,1.8,1,smart_tv,gift_card,premium,0,west,1,1
1288,23,0.292,2.2,4,mobile,credit_card,premium,0,midwest,0,0
1289,28,0.472,3.3,2,smart_tv,paypal,premium,0,west,0,0
1290,6,0.517,8.2,4,mobile,apple_pay,ad_supported,0,midwest,1,0
1291,20,0.681,4.2,5,web,credit_card,student_discount,0,south,1,0
1292,15,0.2,1.3,5,mobile,apple_pay,premium,0,midwest,0,0
1293,27,0.123,2.6,2,mobile,apple_pay,student_discount,1,west,1,1
1294,35,0.22,1.0,1,tablet,gift_card,student_discount,0,midwest,1,1
1295,21,0.28,0.9,2,roku,paypal,student_discount,1,south,0,0
1296,12,0.625,0.5,3,mobile,apple_pay,student_discount,0,midwest,1,1
1297,22,0.734,1.4,5,web,credit_card,premium,0,northeast,1,1
1298,5,0.549,4.2,3,web,paypal,student_discount,0,northeast,1,0
1299,1,0.094,9.1,2,mobile,apple_pay,ad_supported,1,south,1,1
1300,28,0.516,1.5,2,web,credit_card,student_discount,0,south,1,1
1301,3,0.109,2.4,1,smart_tv,apple_pay,premium,1,northeast,1,1
1302,32,0.173,1.5,1,mobile,paypal,ad_supported,0,south,1,1
1303,12,0.308,0.5,4,web,gift_card,ad_supported,0,west,0,0
1304,6,0.192,1.3,1,smart_tv,apple_pay,student_discount,0,south,1,1
1305,21,0.304,3.0,4,smart_tv,apple_pay,ad_supported,0,midwest,1,1
1306,26,0.279,3.7,2,web,gift_card,premium,0,south,1,1
1307,3,0.16,3.5,3,smart_tv,gift_card,student_discount,0,south,1,1
1308,2,0.1,0.4,2,tablet,paypal,student_discount,0,northeast,1,1
1309,9,0.077,3.3,4,mobile,apple_pay,premium,1,midwest,1,1
1310,17,0.691,4.5,5,tablet,gift_card,ad_supported,1,west,1,0
1311,21,0.688,0.4,2,tablet,credit_card,ad_supported,1,west,1,1
1312,21,0.207,4.8,4,web,gift_card,premium,0,northeast,1,1
1313,35,0.13,1.2,1,mobile,gift_card,student_discount,0,west,0,0
1314,34,0.358,0.9,1,roku,apple_pay,ad_supported,0,south,1,1
1315,3,0.309,7.6,3,smart_tv,gift_card,ad_supported,0,northeast,1,1
1316,20,0.274,7.7,5,roku,paypal,student_discount,0,northeast,1,1
1317,22,0.535,6.6,5,smart_tv,apple_pay,student_discount,0,south,1,0
1318,24,0.685,3.4,3,tablet,paypal,premium,0,northeast,1,0
1319,29,0.093,5.2,5,web,gift_card,ad_supported,0,midwest,1,1
1320,12,0.181,0.9,1,roku,gift_card,ad_supported,0,south,0,0
1321,35,0.15,1.9,2,smart_tv,credit_card,premium,0,west,1,1
1322,23,0.254,3.2,4,roku,paypal,student_discount,0,south,1,1
1323,14,0.335,3.8,2,tablet,apple_pay,premium,1,south,1,1
1324,31,0.51,4.3,2,smart_tv,gift_card,premium,0,midwest,1,0
1325,24,0.285,2.6,1,mobile,gift_card,ad_supported,0,northeast,1,1
1326,34,0.151,4.6,3,tablet,credit_card,student_discount,0,northeast,1,1
1327,16,0.073,1.0,5,web,credit_card,premium,1,west,1,1
1328,1,0.202,6.0,1,roku,apple_pay,premium,1,northeast,0,0
1329,22,0.382,5.9,2,tablet,credit_card,premium,0,northeast,1,1
1330,14,0.392,1.0,5,web,credit_card,premium,1,northeast,1,1
1331,35,0.448,1.4,3,roku,apple_pay,student_discount,0,northeast,1,1
1332,14,0.363,1.9,5,web,gift_card,student_discount,0,south,0,0
1333,3,0.691,3.7,1,tablet,gift_card,ad_supported,0,south,1,1
1334,6,0.703,5.8,2,web,apple_pay,ad_supported,0,northeast,1,0
1335,11,0.358,0.4,3,tablet,gift_card,ad_supported,0,northeast,0,0
1336,27,0.504,3.1,3,tablet,credit_card,student_discount,0,west,0,0
1337,29,0.508,2.9,1,roku,paypal,premium,1,south,1,0
1338,11,0.175,1.2,4,web,gift_card,premium,0,west,1,1
1339,2,0.114,1.1,4,mobile,credit_card,premium,1,south,1,1
1340,12,0.395,2.4,5,tablet,gift_card,student_discount,0,midwest,1,1
1341,24,0.189,2.6,3,roku,apple_pay,student_discount,1,south,1,1
1342,24,0.096,5.0,5,smart_tv,paypal,premium,0,south,0,0
1343,33,0.195,9.2,3,roku,gift_card,student_discount,0,west,1,1
1344,18,0.477,2.2,3,web,apple_pay,premium,0,west,1,1
1345,21,0.332,2.8,5,tablet,gift_card,ad_supported,1,midwest,0,0
1346,22,0.214,2.8,2,mobile,apple_pay,premium,1,northeast,0,0
1347,19,0.149,3.8,1,tablet,paypal,student_discount,0,northeast,1,1
1348,2,0.13,0.8,5,tablet,gift_card,student_discount,0,south,1,1
1349,17,0.644,3.9,5,tablet,credit_card,premium,0,midwest,1,0
1350,4,0.268,6.5,5,tablet,credit_card,premium,0,northeast,1,1
1351,10,0.332,5.3,3,smart_tv,gift_card,ad_supported,0,northeast,1,1
1352,14,0.12,1.0,2,smart_tv,paypal,premium,0,south,1,1
1353,14,0.566,5.0,5,tablet,credit_card,ad_supported,0,south,1,0
1354,26,0.094,2.2,5,mobile,credit_card,ad_supported,0,south,1,1
1355,11,0.229,0.1,4,roku,credit_card,student_discount,0,south,1,1
1356,25,0.223,1.0,4,tablet,credit_card,student_discount,0,west,1,1
1357,31,0.039,0.5,1,roku,gift_card,premium,1,south,1,1
1358,31,0.161,3.7,1,tablet,credit_card,ad_supported,0,northeast,1,1
1359,31,0.234,2.9,4,mobile,paypal,ad_supported,0,northeast,1,1
1360,25,0.253,5.6,3,web,gift_card,ad_supported,0,midwest,1,1
1361,31,0.596,2.1,2,tablet,apple_pay,premium,0,midwest,1,1
1362,23,0.391,3.5,1,tablet,paypal,student_discount,0,midwest,1,1
1363,14,0.33,3.1,5,roku,paypal,ad_supported,0,midwest,1,1
1364,17,0.388,3.2,3,roku,credit_card,premium,0,midwest,1,1
1365,6,0.312,3.6,1,smart_tv,credit_card,premium,1,south,1,1
1366,5,0.076,0.4,1,roku,gift_card,premium,0,west,1,1
1367,19,0.177,4.6,4,web,apple_pay,student_discount,1,west,1,1
1368,12,0.089,1.8,5,smart_tv,paypal,ad_supported,0,south,1,1
1369,35,0.041,3.7,1,tablet,paypal,premium,0,south,1,1
1370,15,0.278,4.2,3,roku,apple_pay,student_discount,1,south,1,1
1371,22,0.473,0.2,2,web,gift_card,student_discount,0,west,1,1
1372,13,0.36,1.7,5,tablet,gift_card,ad_supported,1,northeast,1,1
1373,14,0.318,1.1,5,web,paypal,student_discount,0,midwest,1,1
1374,6,0.369,1.8,2,web,apple_pay,premium,1,midwest,1,1
1375,11,0.439,1.8,5,smart_tv,paypal,ad_supported,0,west,1,1
1376,30,0.162,7.6,2,web,credit_card,student_discount,1,west,1,1
1377,3,0.517,0.2,2,roku,apple_pay,student_discount,0,west,0,0
1378,9,0.226,1.2,3,tablet,gift_card,student_discount,1,south,1,1
1379,15,0.288,2.7,5,web,credit_card,premium,0,midwest,1,1
1380,7,0.168,7.3,3,web,gift_card,ad_supported,0,midwest,0,0
1381,4,0.631,2.8,1,mobile,apple_pay,ad_supported,0,west,1,0
1382,32,0.308,2.2,4,smart_tv,paypal,ad_supported,0,midwest,1,1
1383,12,0.478,1.3,2,tablet,apple_pay,student_discount,0,northeast,1,1
1384,25,0.655,4.8,1,smart_tv,credit_card,premium,1,midwest,1,0
1385,32,0.072,1.3,1,mobile,gift_card,ad_supported,0,northeast,1,1
1386,15,0.102,3.5,3,smart_tv,credit_card,student_discount,0,west,1,1
1387,30,0.767,4.6,3,tablet,apple_pay,student_discount,0,south,0,0
1388,27,0.088,2.6,5,mobile,credit_card,premium,0,south,0,0
1389,8,0.228,2.0,5,mobile,apple_pay,student_discount,0,west,1,1
1390,27,0.682,2.6,4,smart_tv,paypal,premium,1,midwest,1,0
1391,15,0.545,0.5,2,web,gift_card,student_discount,0,northeast,1,1
1392,6,0.408,1.0,3,roku,apple_pay,student_discount,1,northeast,1,1
1393,33,0.333,1.6,2,web,paypal,student_discount,0,northeast,1,1
1394,21,0.197,4.4,1,tablet,paypal,premium,0,midwest,0,0
1395,24,0.638,2.5,2,roku,apple_pay,student_discount,0,south,1,0
1396,23,0.464,2.8,2,tablet,gift_card,premium,0,south,1,0
1397,14,0.227,1.9,1,mobile,paypal,premium,0,south,1,1
1398,24,0.599,1.3,2,tablet,gift_card,ad_supported,0,south,1,1
1399,31,0.092,3.6,1,web,apple_pay,premium,1,northeast,1,1
1400,3,0.223,4.4,3,mobile,apple_pay,premium,0,south,1,1
1401,21,0.066,0.5,3,smart_tv,paypal,ad_supported,0,northeast,1,1
1402,20,0.234,3.3,5,smart_tv,gift_card,premium,0,south,1,1
1403,28,0.118,1.1,5,roku,paypal,ad_supported,0,south,1,1
1404,5,0.677,2.5,5,web,paypal,student_discount,1,midwest,0,0
1405,16,0.554,4.7,3,roku,credit_card,premium,1,south,1,0
1406,27,0.1,1.7,4,mobile,gift_card,premium,0,south,1,1
1407,23,0.792,3.2,5,roku,apple_pay,premium,0,south,1,0
1408,32,0.371,2.4,3,web,paypal,premium,0,south,0,0
1409,30,0.185,2.6,4,tablet,gift_card,premium,1,west,1,1
1410,6,0.18,6.1,5,smart_tv,credit_card,ad_supported,1,midwest,1,1
1411,7,0.098,0.8,2,tablet,paypal,ad_supported,1,west,0,0
1412,15,0.299,5.1,4,roku,gift_card,student_discount,0,midwest,1,1
1413,18,0.306,5.0,4,smart_tv,credit_card,premium,0,midwest,1,1
1414,15,0.347,1.9,5,mobile,credit_card,student_discount,1,midwest,1,1
1415,3,0.319,5.4,1,roku,gift_card,student_discount,1,west,1,1
1416,7,0.319,6.2,3,roku,credit_card,premium,1,northeast,1,1
1417,34,0.426,1.0,4,smart_tv,credit_card,student_discount,1,south,1,1
1418,31,0.091,3.4,1,smart_tv,apple_pay,student_discount,0,south,0,0
1419,1,0.225,0.9,1,roku,paypal,student_discount,0,south,1,1
1420,6,0.14,7.3,3,mobile,apple_pay,student_discount,0,south,1,1
1421,30,0.587,2.6,1,mobile,credit_card,student_discount,0,south,1,0
1422,3,0.248,3.4,1,roku,apple_pay,student_discount,0,northeast,1,1
1423,14,0.226,2.2,3,tablet,gift_card,ad_supported,0,south,1,1
1424,5,0.258,4.6,3,mobile,gift_card,premium,1,south,1,1
1425,23,0.213,1.7,5,smart_tv,paypal,student_discount,1,west,1,1
1426,27,0.146,1.8,1,tablet,credit_card,premium,1,south,0,0
1427,4,0.279,5.1,4,mobile,credit_card,ad_supported,0,midwest,1,1
1428,5,0.367,3.2,5,tablet,apple_pay,premium,1,south,1,1
1429,12,0.707,0.2,5,roku,gift_card,student_discount,1,south,1,1
1430,15,0.134,1.7,4,web,gift_card,premium,0,south,1,1
1431,33,0.163,2.7,3,smart_tv,paypal,ad_supported,0,midwest,1,1
1432,26,0.458,2.1,2,roku,credit_card,premium,0,south,1,1
1433,7,0.338,1.8,1,smart_tv,credit_card,premium,1,midwest,1,1
1434,24,0.086,1.0,2,smart_tv,paypal,student_discount,0,midwest,1,1
1435,20,0.272,0.2,1,smart_tv,credit_card,ad_supported,0,south,1,1
1436,25,0.157,1.3,5,smart_tv,credit_card,ad_supported,1,northeast,0,0
1437,20,0.198,3.9,2,roku,credit_card,student_discount,1,west,1,1
1438,17,0.396,6.7,3,tablet,credit_card,student_discount,0,midwest,1,1
1439,27,0.302,1.5,3,mobile,apple_pay,student_discount,0,northeast,0,0
1440,35,0.045,6.7,5,web,gift_card,premium,0,west,0,0
1441,9,0.188,0.9,2,mobile,apple_pay,premium,0,midwest,1,1
1442,29,0.269,6.6,3,roku,apple_pay,student_discount,1,south,1,1
1443,17,0.62,1.7,4,mobile,gift_card,ad_supported,0,midwest,1,1
1444,7,0.187,6.3,5,tablet,paypal,student_discount,0,west,1,1
1445,13,0.172,1.2,1,mobile,paypal,ad_supported,0,west,1,1
1446,18,0.419,5.9,3,mobile,apple_pay,ad_supported,1,west,1,0
1447,34,0.068,4.5,5,tablet,apple_pay,student_discount,0,south,1,1
1448,11,0.15,2.8,3,roku,apple_pay,premium,0,south,1,1
1449,14,0.232,4.5,5,mobile,paypal,student_discount,0,northeast,1,1
1450,16,0.144,4.6,4,web,apple_pay,premium,0,west,1,1
1451,19,0.225,5.7,2,roku,paypal,student_discount,1,south,1,1
1452,9,0.19,3.0,3,mobile,apple_pay,ad_supported,0,west,1,1
1453,29,0.328,0.7,5,mobile,credit_card,premium,0,west,1,1
1454,9,0.653,1.8,3,web,gift_card,ad_supported,1,west,1,1
1455,2,0.272,0.9,4,roku,apple_pay,premium,0,northeast,1,1
1456,7,0.189,2.3,1,web,paypal,ad_supported,0,northeast,0,0
1457,21,0.422,2.8,5,smart_tv,paypal,ad_supported,0,south,1,0
1458,23,0.206,0.8,2,tablet,apple_pay,premium,1,south,0,0
1459,31,0.537,7.1,4,smart_tv,credit_card,premium,0,south,1,0
1460,28,0.608,3.3,5,web,apple_pay,student_discount,0,west,1,0
1461,16,0.499,1.2,4,mobile,gift_card,premium,1,midwest,1,1
1462,25,0.115,8.9,5,tablet,credit_card,student_discount,0,northeast,1,1
1463,9,0.217,2.7,4,web,gift_card,premium,0,west,1,1
1464,3,0.289,5.2,1,smart_tv,paypal,student_discount,0,midwest,0,0
1465,10,0.589,1.7,3,smart_tv,credit_card,premium,0,south,0,0
1466,9,0.705,7.3,5,roku,paypal,premium,0,midwest,1,0
1467,1,0.674,2.5,3,tablet,credit_card,student_discount,0,west,1,1
1468,1,0.206,2.7,2,mobile,credit_card,student_discount,1,midwest,1,1
1469,9,0.556,0.9,2,smart_tv,paypal,student_discount,1,south,1,1
1470,27,0.673,1.3,1,tablet,gift_card,ad_supported,0,midwest,1,1
1471,31,0.282,1.1,4,tablet,paypal,student_discount,0,south,1,1
1472,3,0.888,3.0,2,smart_tv,paypal,student_discount,0,south,1,1
1473,19,0.461,1.7,3,roku,credit_card,premium,0,south,1,1
1474,33,0.691,3.9,4,smart_tv,apple_pay,ad_supported,0,northeast,0,0
1475,6,0.423,1.6,3,web,apple_pay,ad_supported,1,south,1,1
1476,26,0.496,3.1,5,smart_tv,credit_card,student_discount,1,south,1,0
1477,24,0.444,1.0,4,web,credit_card,premium,1,south,1,1
1478,20,0.581,2.5,4,smart_tv,credit_card,premium,1,west,1,0
1479,13,0.171,2.0,4,roku,apple_pay,ad_supported,0,west,1,1
1480,18,0.062,4.2,4,tablet,paypal,student_discount,1,west,1,1
1481,29,0.683,0.4,4,mobile,credit_card,ad_supported,0,west,1,1
1482,29,0.135,4.0,5,tablet,credit_card,premium,1,midwest,0,0
1483,16,0.193,1.3,4,tablet,gift_card,premium,0,west,1,1
1484,4,0.192,1.6,2,web,credit_card,student_discount,0,south,0,0
1485,30,0.215,4.4,2,roku,credit_card,ad_supported,0,midwest,1,1
1486,11,0.243,1.8,3,smart_tv,gift_card,premium,0,midwest,0,0
1487,1,0.108,5.3,5,roku,credit_card,ad_supported,1,northeast,1,1
1488,28,0.322,1.1,2,tablet,paypal,ad_supported,1,midwest,0,0
1489,8,0.476,2.1,4,web,paypal,ad_supported,1,west,1,1
1490,10,0.54,8.7,4,mobile,paypal,ad_supported,0,south,1,0
1491,6,0.205,1.0,4,tablet,credit_card,student_discount,0,midwest,1,1
1492,28,0.365,3.1,1,roku,gift_card,ad_supported,0,south,0,0
1493,15,0.421,2.4,2,mobile,paypal,premium,0,west,1,1
1494,26,0.606,0.9,3,web,gift_card,student_discount,1,midwest,1,1
1495,5,0.295,2.5,3,smart_tv,gift_card,student_discount,1,midwest,1,1
1496,3,0.113,2.5,3,web,paypal,premium,0,northeast,1,1
1497,13,0.421,3.1,5,smart_tv,credit_card,student_discount,0,south,1,0
1498,18,0.118,2.6,5,mobile,apple_pay,ad_supported,0,midwest,1,1
1499,29,0.458,1.8,3,web,credit_card,ad_supported,1,south,1,1
1500,24,0.714,2.8,4,roku,credit_card,student_discount,0,west,1,0
1501,18,0.088,1.3,4,roku,apple_pay,student_discount,0,midwest,1,1
1502,17,0.46,3.1,5,mobile,paypal,student_discount,0,midwest,1,0
1503,32,0.159,2.4,3,mobile,paypal,student_discount,1,midwest,1,1
1504,6,0.383,0.4,2,web,credit_card,premium,1,south,1,1
1505,22,0.037,3.5,2,roku,gift_card,ad_supported,1,midwest,1,1
1506,16,0.033,2.2,2,mobile,credit_card,premium,1,midwest,1,1
1507,10,0.287,4.0,3,tablet,paypal,ad_supported,1,midwest,0,0
1508,28,0.586,3.4,3,tablet,credit_card,ad_supported,0,midwest,0,0
1509,8,0.272,6.5,2,tablet,gift_card,student_discount,0,midwest,1,1
1510,27,0.348,4.6,1,smart_tv,gift_card,ad_supported,0,midwest,1,1
1511,25,0.162,4.8,4,tablet,credit_card,ad_supported,0,northeast,1,1
1512,27,0.272,1.3,5,mobile,apple_pay,ad_supported,0,west,1,1
1513,18,0.349,5.5,3,web,apple_pay,premium,0,south,1,1
1514,3,0.297,2.7,1,web,apple_pay,premium,0,west,1,1
1515,34,0.113,1.1,5,roku,gift_card,premium,0,south,1,1
1516,13,0.095,1.5,5,web,paypal,premium,0,midwest,1,1
1517,31,0.583,3.5,3,smart_tv,paypal,premium,1,south,0,0
1518,14,0.769,13.6,4,smart_tv,credit_card,student_discount,1,south,1,0
1519,35,0.395,1.0,2,roku,paypal,ad_supported,0,northeast,0,0
