user_id,tenure_months,prior_engagement_score,weekly_watch_hours,num_devices,device_type,payment_method,account_type,has_kids_profile,region,promo_eligible,assigned_promo,renewed
1318,33,0.509,0.3,1,tablet,credit_card,student_discount,0,south,1,1,1
1319,10,0.072,3.3,2,smart_tv,gift_card,ad_supported,1,south,1,1,1
1320,17,0.649,5.0,1,smart_tv,paypal,student_discount,1,midwest,1,0,1
1321,21,0.854,6.4,5,smart_tv,credit_card,ad_supported,0,northeast,1,0,1
1322,39,0.267,4.9,4,web,paypal,ad_supported,0,northeast,1,1,1
1323,41,0.249,8.9,5,mobile,credit_card,ad_supported,0,midwest,1,1,1
1324,22,0.327,11.6,5,roku,paypal,student_discount,0,midwest,1,1,1
1325,30,0.217,4.1,2,smart_tv,gift_card,student_discount,0,midwest,1,1,1
1326,5,0.657,2.7,1,tablet,gift_card,ad_supported,0,midwest,1,1,0
1327,29,0.47,2.0,3,web,paypal,student_discount,0,west,1,1,1
1328,27,0.316,3.2,3,mobile,apple_pay,ad_supported,1,northeast,0,0,1
1329,9,0.436,3.9,5,roku,gift_card,student_discount,0,south,1,0,0
1330,38,0.075,4.3,4,web,apple_pay,ad_supported,0,northeast,1,1,1
1331,48,0.31,3.7,3,roku,gift_card,student_discount,0,northeast,1,1,1
1332,27,0.149,2.8,1,roku,apple_pay,premium,0,midwest,1,1,1
1333,5,0.168,5.8,1,smart_tv,apple_pay,ad_supported,0,south,1,1,1
1334,2,0.274,2.5,4,mobile,paypal,student_discount,0,west,1,1,1
1335,32,0.303,2.6,2,web,gift_card,ad_supported,0,west,0,0,1
1336,5,0.181,3.2,2,roku,paypal,student_discount,0,west,1,1,1
1337,2,0.142,3.6,3,smart_tv,apple_pay,premium,0,west,1,1,1
1338,12,0.236,3.1,2,roku,paypal,student_discount,0,midwest,1,1,1
1339,12,0.341,2.1,1,smart_tv,apple_pay,premium,0,midwest,1,1,1
1340,44,0.052,4.3,4,roku,paypal,student_discount,0,midwest,1,1,1
1341,10,0.508,10.0,3,smart_tv,paypal,student_discount,1,south,1,0,1
1342,35,0.146,11.0,2,mobile,apple_pay,student_discount,0,midwest,1,1,1
1343,37,0.437,4.9,3,web,gift_card,ad_supported,0,south,1,0,1
1344,37,0.168,3.4,3,smart_tv,apple_pay,ad_supported,0,south,1,1,1
1345,1,0.157,5.5,2,tablet,paypal,student_discount,1,south,1,1,1
1346,47,0.371,0.1,3,mobile,gift_card,premium,0,west,0,0,1
1347,41,0.272,4.0,2,mobile,apple_pay,ad_supported,0,west,1,1,1
1348,29,0.132,3.4,2,tablet,paypal,premium,0,south,1,1,1
1349,34,0.335,5.8,5,smart_tv,gift_card,student_discount,0,northeast,1,1,1
1350,22,0.305,4.5,5,mobile,credit_card,premium,1,west,1,1,1
1351,43,0.255,5.5,5,web,apple_pay,student_discount,0,midwest,1,1,1
1352,48,0.384,4.6,3,roku,credit_card,student_discount,0,west,0,0,1
1353,8,0.117,2.7,2,mobile,credit_card,premium,0,south,1,1,0
1354,42,0.173,6.0,2,smart_tv,apple_pay,ad_supported,0,west,1,1,1
1355,35,0.285,5.6,5,tablet,gift_card,student_discount,0,south,1,1,1
1356,28,0.046,1.4,2,roku,paypal,premium,0,northeast,1,1,1
1357,47,0.18,1.9,1,mobile,apple_pay,premium,1,west,1,1,1
1358,14,0.36,3.1,3,mobile,gift_card,student_discount,1,northeast,1,1,1
1359,5,0.376,1.1,1,web,paypal,student_discount,1,west,1,1,1
1360,33,0.504,3.2,4,web,apple_pay,student_discount,1,northeast,1,0,1
1361,47,0.68,2.6,1,web,credit_card,premium,0,south,1,0,1
1362,2,0.536,2.6,1,web,credit_card,ad_supported,0,south,1,1,0
1363,2,0.152,4.5,5,tablet,apple_pay,student_discount,1,south,1,1,1
1364,25,0.089,3.2,5,web,apple_pay,premium,0,midwest,1,1,1
1365,43,0.395,15.1,4,web,apple_pay,student_discount,0,northeast,0,0,1
1366,11,0.165,6.1,3,tablet,credit_card,premium,1,west,1,1,1
1367,7,0.099,9.5,5,mobile,apple_pay,student_discount,0,midwest,1,1,1
1368,26,0.349,4.5,3,roku,paypal,premium,0,midwest,1,1,1
1369,16,0.237,3.3,1,mobile,gift_card,student_discount,0,south,1,1,1
1370,17,0.122,1.8,1,web,apple_pay,ad_supported,0,south,1,1,0
1371,1,0.584,2.0,1,tablet,apple_pay,ad_supported,0,south,1,1,0
1372,36,0.202,3.9,2,roku,paypal,student_discount,0,northeast,1,1,1
1373,41,0.28,2.6,3,smart_tv,gift_card,student_discount,0,south,1,1,1
1374,29,0.209,4.6,5,tablet,credit_card,premium,0,west,1,1,1
1375,38,0.047,4.4,1,mobile,credit_card,ad_supported,1,midwest,1,1,1
1376,36,0.473,4.1,1,mobile,paypal,ad_supported,1,northeast,0,0,1
1377,21,0.738,3.8,4,tablet,gift_card,ad_supported,1,northeast,1,0,1
1378,1,0.301,2.4,5,mobile,paypal,ad_supported,1,west,1,1,1
1379,31,0.219,6.9,4,tablet,apple_pay,ad_supported,0,midwest,1,1,1
1380,39,0.397,1.5,2,roku,apple_pay,ad_supported,1,midwest,1,1,1
1381,37,0.185,5.7,4,roku,apple_pay,premium,0,midwest,0,0,1
1382,21,0.35,2.2,4,smart_tv,credit_card,premium,1,south,1,1,1
1383,22,0.401,8.0,3,web,paypal,premium,1,west,1,0,0
1384,43,0.445,3.4,1,tablet,gift_card,premium,0,northeast,1,0,1
1385,36,0.06,4.7,2,web,gift_card,student_discount,0,midwest,1,1,1
1386,15,0.113,3.8,2,roku,gift_card,ad_supported,0,midwest,1,1,1
1387,10,0.499,3.8,5,web,paypal,ad_supported,0,west,1,0,1
1388,37,0.264,2.4,3,smart_tv,apple_pay,ad_supported,0,northeast,1,1,1
1389,3,0.554,3.4,4,web,paypal,premium,0,south,1,1,0
1390,28,0.332,7.2,4,roku,credit_card,ad_supported,0,midwest,1,1,1
1391,12,0.089,0.5,4,tablet,gift_card,student_discount,0,northeast,1,1,1
1392,30,0.177,3.4,4,mobile,apple_pay,premium,0,northeast,1,1,1
1393,17,0.183,11.4,2,tablet,apple_pay,student_discount,0,midwest,1,1,1
1394,27,0.415,0.8,2,smart_tv,gift_card,student_discount,1,midwest,1,1,1
1395,30,0.407,5.9,3,web,apple_pay,ad_supported,1,west,0,0,0
1396,26,0.374,2.0,4,mobile,gift_card,student_discount,0,northeast,1,1,0
1397,27,0.253,4.1,5,web,credit_card,student_discount,1,south,1,1,1
1398,16,0.174,5.2,3,smart_tv,gift_card,ad_supported,0,northeast,1,1,1
1399,30,0.069,1.7,5,tablet,credit_card,ad_supported,0,northeast,1,1,1
1400,47,0.066,5.5,2,smart_tv,paypal,student_discount,0,west,1,1,1
1401,19,0.796,1.7,1,web,credit_card,student_discount,0,midwest,1,1,0
1402,9,0.524,6.1,4,mobile,gift_card,ad_supported,0,midwest,0,0,1
1403,27,0.075,4.1,1,web,credit_card,premium,0,west,1,1,1
1404,32,0.608,0.6,2,tablet,paypal,premium,0,northeast,1,1,1
1405,21,0.31,0.0,4,tablet,apple_pay,student_discount,0,south,1,1,1
1406,47,0.127,1.6,3,web,credit_card,ad_supported,1,northeast,1,1,1
1407,38,0.044,1.3,4,tablet,apple_pay,ad_supported,0,midwest,1,1,1
1408,22,0.039,1.2,5,tablet,gift_card,premium,0,northeast,1,1,1
1409,41,0.123,1.1,3,roku,apple_pay,ad_supported,0,west,1,1,1
1410,35,0.273,4.8,5,smart_tv,credit_card,ad_supported,0,northeast,0,0,1
1411,33,0.098,0.3,4,tablet,apple_pay,ad_supported,1,midwest,1,1,1
1412,27,0.121,0.3,1,mobile,credit_card,premium,1,south,1,1,1
1413,1,0.07,2.7,2,web,apple_pay,student_discount,1,south,1,1,1
1414,41,0.361,1.5,5,smart_tv,apple_pay,student_discount,0,west,1,1,1
1415,31,0.306,3.1,2,mobile,paypal,student_discount,1,midwest,1,1,1
1416,6,0.1,0.3,3,mobile,paypal,ad_supported,0,northeast,1,1,0
1417,44,0.208,4.3,1,smart_tv,gift_card,student_discount,0,midwest,1,1,1
1418,15,0.139,3.9,5,roku,apple_pay,premium,0,midwest,1,1,1
1419,41,0.118,5.2,1,roku,gift_card,premium,0,midwest,1,1,1
1420,10,0.261,5.1,1,tablet,apple_pay,student_discount,0,west,1,1,0
1421,3,0.14,8.2,2,smart_tv,gift_card,premium,1,west,1,1,0
1422,31,0.161,1.9,5,roku,paypal,premium,0,south,0,0,1
1423,20,0.404,3.3,4,mobile,credit_card,student_discount,0,northeast,0,0,0
1424,28,0.589,2.0,1,smart_tv,paypal,student_discount,1,northeast,1,1,1
1425,17,0.551,4.2,5,web,credit_card,premium,0,south,1,0,1
1426,20,0.116,4.0,2,tablet,paypal,premium,0,midwest,1,1,1
1427,22,0.352,7.7,5,mobile,apple_pay,ad_supported,0,west,0,0,1
1428,9,0.407,3.1,1,mobile,gift_card,ad_supported,1,south,1,0,0
1429,26,0.114,3.0,1,roku,credit_card,ad_supported,0,west,1,1,1
1430,35,0.356,2.9,2,web,credit_card,student_discount,0,south,1,1,1
1431,14,0.119,3.8,3,mobile,credit_card,premium,1,west,0,0,0
1432,33,0.361,4.5,2,smart_tv,credit_card,student_discount,0,midwest,1,1,1
1433,4,0.259,2.7,2,smart_tv,credit_card,ad_supported,0,northeast,1,1,1
1434,2,0.449,1.2,1,tablet,credit_card,ad_supported,0,west,1,1,1
1435,43,0.215,0.3,4,tablet,credit_card,premium,0,northeast,1,1,1
1436,12,0.266,0.7,2,roku,gift_card,student_discount,0,midwest,0,0,0
1437,1,0.233,1.3,2,web,paypal,ad_supported,0,west,0,0,0
1438,14,0.399,7.3,5,tablet,gift_card,premium,0,northeast,1,1,1
1439,25,0.216,0.6,4,tablet,gift_card,ad_supported,0,northeast,1,1,1
1440,22,0.212,1.4,5,mobile,apple_pay,student_discount,0,south,1,1,1
1441,9,0.104,2.1,5,smart_tv,gift_card,premium,1,west,1,1,1
1442,10,0.136,3.2,2,web,credit_card,ad_supported,0,west,0,0,0
1443,8,0.184,3.2,4,roku,gift_card,premium,0,west,1,1,1
1444,25,0.481,3.6,5,tablet,apple_pay,ad_supported,0,south,1,0,1
1445,34,0.398,2.1,3,smart_tv,paypal,ad_supported,0,west,0,0,0
1446,29,0.175,5.4,3,smart_tv,credit_card,ad_supported,0,northeast,1,1,1
1447,48,0.153,6.1,3,smart_tv,gift_card,student_discount,1,west,1,1,1
1448,40,0.293,5.3,4,smart_tv,gift_card,premium,1,west,1,1,1
1449,19,0.076,4.1,5,smart_tv,gift_card,ad_supported,0,south,1,1,1
1450,2,0.256,6.4,3,mobile,apple_pay,ad_supported,0,northeast,1,1,0
1451,8,0.115,3.0,4,smart_tv,credit_card,ad_supported,1,northeast,1,1,1
1452,14,0.066,1.5,4,roku,credit_card,student_discount,1,south,0,0,1
1453,17,0.169,1.3,5,web,credit_card,premium,0,midwest,0,0,0
1454,6,0.168,3.3,3,roku,credit_card,student_discount,0,south,1,1,0
1455,9,0.102,4.1,3,roku,paypal,ad_supported,0,midwest,1,1,1
1456,2,0.324,1.0,4,web,apple_pay,premium,0,west,1,1,0
1457,13,0.362,3.3,3,tablet,gift_card,premium,0,midwest,1,1,1
1458,47,0.407,3.3,3,smart_tv,gift_card,ad_supported,0,midwest,0,0,1
1459,38,0.253,12.7,4,tablet,apple_pay,student_discount,0,midwest,1,1,1
1460,10,0.124,1.5,2,roku,credit_card,student_discount,0,south,0,0,1
1461,25,0.528,2.9,1,mobile,gift_card,ad_supported,0,midwest,1,0,1
1462,10,0.256,2.5,5,mobile,credit_card,ad_supported,0,west,1,1,1
1463,30,0.091,1.3,2,smart_tv,credit_card,premium,1,midwest,1,1,1
1464,30,0.365,15.6,3,smart_tv,gift_card,ad_supported,0,northeast,0,0,1
1465,13,0.325,6.7,4,mobile,credit_card,premium,1,south,0,0,1
1466,20,0.132,1.2,3,web,apple_pay,student_discount,1,northeast,1,1,1
1467,28,0.18,2.6,5,web,credit_card,premium,0,midwest,1,1,1
1468,16,0.143,1.7,3,smart_tv,apple_pay,premium,0,west,1,1,1
1469,20,0.259,1.0,4,tablet,gift_card,premium,1,northeast,1,1,1
1470,47,0.591,4.5,4,tablet,paypal,ad_supported,0,south,1,0,1
1471,9,0.255,1.7,1,tablet,credit_card,premium,0,south,1,1,1
1472,37,0.159,1.1,3,web,paypal,premium,1,west,1,1,1
1473,39,0.49,3.1,2,roku,credit_card,ad_supported,0,northeast,0,0,0
1474,39,0.309,15.1,1,web,apple_pay,ad_supported,0,northeast,1,1,1
1475,22,0.252,5.0,5,web,apple_pay,ad_supported,0,west,1,1,1
1476,24,0.211,6.7,5,tablet,gift_card,student_discount,1,midwest,1,1,1
1477,19,0.206,3.3,2,roku,paypal,ad_supported,1,west,1,1,1
1478,12,0.16,1.3,3,roku,paypal,premium,1,west,1,1,1
1479,42,0.306,10.4,2,smart_tv,apple_pay,premium,1,northeast,1,1,1
1480,18,0.096,2.2,4,roku,credit_card,ad_supported,1,midwest,0,0,0
1481,32,0.099,3.6,5,smart_tv,credit_card,premium,0,west,1,1,1
1482,2,0.154,3.6,2,web,gift_card,premium,0,south,1,1,1
1483,24,0.152,7.2,2,roku,credit_card,premium,1,midwest,1,1,1
1484,19,0.4,1.7,2,mobile,paypal,premium,1,west,1,1,1
1485,32,0.178,6.3,1,mobile,credit_card,student_discount,0,south,1,1,1
1486,35,0.167,6.6,1,smart_tv,gift_card,ad_supported,1,northeast,1,1,1
1487,40,0.347,0.6,4,tablet,credit_card,premium,1,south,1,1,1
1488,19,0.248,7.0,1,smart_tv,credit_card,ad_supported,0,northeast,1,1,1
1489,14,0.201,1.7,1,roku,apple_pay,premium,1,south,0,0,0
1490,37,0.355,3.4,1,tablet,apple_pay,premium,1,midwest,0,0,1
1491,48,0.285,6.8,5,smart_tv,gift_card,student_discount,1,west,1,1,1
1492,46,0.089,10.8,3,roku,apple_pay,premium,0,northeast,1,1,1
1493,16,0.292,4.8,5,mobile,paypal,premium,1,midwest,0,0,0
1494,31,0.103,0.6,1,web,gift_card,premium,1,west,1,1,1
1495,40,0.351,4.0,1,roku,paypal,ad_supported,0,west,1,1,1
1496,47,0.267,6.4,2,tablet,credit_card,premium,0,south,1,1,1
1497,40,0.571,2.5,1,web,gift_card,ad_supported,0,south,1,0,1
1498,12,0.51,2.7,2,mobile,apple_pay,student_discount,0,midwest,1,0,0
1499,41,0.198,5.1,2,roku,gift_card,student_discount,0,west,1,1,1
1500,29,0.268,4.2,5,tablet,paypal,premium,1,west,1,1,1
1501,30,0.25,1.3,4,roku,credit_card,student_discount,0,west,0,0,0
1502,46,0.396,4.5,5,mobile,credit_card,ad_supported,0,northeast,1,1,1
1503,29,0.073,0.8,4,tablet,apple_pay,ad_supported,0,south,1,1,1
1504,14,0.191,1.7,5,roku,gift_card,ad_supported,0,south,1,1,1
1505,30,0.301,0.9,2,smart_tv,credit_card,ad_supported,1,south,1,1,1
1506,1,0.35,5.3,3,roku,credit_card,student_discount,1,midwest,0,0,0
1507,29,0.253,3.2,1,mobile,credit_card,premium,0,south,1,1,1
1508,16,0.208,0.3,3,roku,apple_pay,student_discount,0,northeast,1,1,1
1509,4,0.187,1.4,5,mobile,credit_card,student_discount,1,south,0,0,0
1510,34,0.286,0.8,4,smart_tv,paypal,student_discount,1,midwest,0,0,1
1511,27,0.432,1.6,2,smart_tv,gift_card,premium,1,northeast,1,1,1
1512,46,0.101,1.2,1,smart_tv,apple_pay,ad_supported,0,west,1,1,1
1513,6,0.115,4.5,1,roku,gift_card,ad_supported,1,south,0,0,0
1514,21,0.409,0.8,4,roku,credit_card,student_discount,1,northeast,1,1,1
1515,13,0.088,2.7,5,smart_tv,apple_pay,student_discount,0,midwest,1,1,0
1516,40,0.144,2.4,3,mobile,paypal,student_discount,1,west,1,1,1
1517,4,0.22,4.6,4,smart_tv,paypal,ad_supported,0,midwest,1,1,1
1518,24,0.212,3.2,1,tablet,apple_pay,ad_supported,0,west,0,0,1
1519,13,0.411,1.4,1,web,gift_card,student_discount,1,south,1,1,1
1520,18,0.774,3.2,1,tablet,apple_pay,ad_supported,0,west,1,0,1
1521,44,0.413,3.1,4,mobile,paypal,ad_supported,1,midwest,1,0,0
1522,38,0.684,4.5,3,tablet,gift_card,premium,0,south,1,0,0
1523,22,0.058,1.7,3,mobile,paypal,ad_supported,1,west,1,1,1
1524,34,0.288,4.9,4,mobile,gift_card,premium,0,northeast,1,1,1
1525,24,0.115,2.5,2,mobile,apple_pay,premium,0,west,0,0,1
1526,25,0.307,4.4,3,smart_tv,apple_pay,student_discount,0,northeast,0,0,1
1527,23,0.145,3.0,4,smart_tv,credit_card,ad_supported,0,south,1,1,1
1528,6,0.256,3.2,5,roku,credit_card,student_discount,1,midwest,1,1,1
1529,6,0.484,0.1,5,roku,credit_card,premium,0,northeast,1,1,1
1530,11,0.381,3.0,3,smart_tv,apple_pay,premium,1,midwest,1,1,1
1531,8,0.321,2.5,3,mobile,credit_card,premium,0,south,1,1,1
1532,28,0.388,4.1,3,web,apple_pay,ad_supported,0,northeast,1,1,0
1533,29,0.181,1.0,1,roku,apple_pay,ad_supported,1,west,1,1,1
1534,30,0.37,2.9,5,web,paypal,ad_supported,1,west,0,0,1
1535,21,0.058,0.7,5,tablet,paypal,ad_supported,0,midwest,1,1,1
1536,37,0.164,6.9,3,mobile,credit_card,student_discount,1,south,1,1,1
1537,19,0.393,3.9,2,tablet,apple_pay,premium,0,northeast,1,1,0
1538,27,0.35,3.8,5,smart_tv,gift_card,ad_supported,0,northeast,0,0,0
1539,21,0.212,5.0,5,tablet,credit_card,ad_supported,0,west,1,1,1
1540,43,0.463,2.0,3,smart_tv,credit_card,ad_supported,0,northeast,1,1,1
1541,43,0.406,1.5,5,web,gift_card,ad_supported,0,west,1,1,1
1542,47,0.166,5.2,1,roku,gift_card,premium,0,northeast,1,1,1
1543,41,0.288,2.5,3,roku,gift_card,premium,0,midwest,1,1,1
1544,45,0.079,16.4,5,roku,gift_card,student_discount,0,west,1,1,1
1545,37,0.441,1.4,4,web,paypal,premium,0,south,0,0,1
1546,39,0.598,3.6,4,roku,apple_pay,ad_supported,0,midwest,0,0,1
1547,25,0.526,4.3,1,smart_tv,gift_card,student_discount,0,south,0,0,0
1548,26,0.239,4.0,2,smart_tv,credit_card,ad_supported,1,northeast,1,1,1
1549,31,0.639,3.1,4,web,credit_card,premium,1,west,1,0,1
1550,32,0.181,2.7,1,web,credit_card,premium,0,west,0,0,0
1551,28,0.243,2.4,3,tablet,credit_card,student_discount,0,midwest,1,1,1
1552,5,0.179,3.5,3,tablet,paypal,ad_supported,0,midwest,1,1,0
1553,45,0.109,3.7,5,web,apple_pay,premium,0,west,1,1,1
1554,24,0.388,2.5,2,web,apple_pay,premium,1,northeast,1,1,1
1555,29,0.238,3.3,1,roku,apple_pay,ad_supported,1,south,0,0,1
1556,5,0.097,1.0,1,roku,credit_card,student_discount,1,west,0,0,0
1557,29,0.222,1.4,3,roku,gift_card,ad_supported,0,northeast,1,1,1
1558,30,0.205,10.5,1,roku,paypal,premium,0,midwest,1,1,1
1559,39,0.217,3.8,5,mobile,paypal,student_discount,0,midwest,1,1,1
1560,12,0.351,8.1,4,web,credit_card,ad_supported,0,west,1,1,1
1561,30,0.342,0.8,3,mobile,gift_card,student_discount,1,northeast,1,1,1
1562,45,0.693,1.5,5,mobile,paypal,premium,0,midwest,1,1,1
1563,7,0.189,1.8,2,roku,credit_card,student_discount,0,south,0,0,0
1564,39,0.426,3.4,5,smart_tv,apple_pay,student_discount,1,west,1,0,1
1565,13,0.379,7.1,4,mobile,apple_pay,ad_supported,1,west,1,1,1
1566,23,0.238,0.4,4,mobile,apple_pay,premium,0,west,1,1,1
1567,12,0.095,2.4,5,tablet,gift_card,student_discount,0,west,1,1,0
1568,22,0.334,4.4,3,mobile,apple_pay,ad_supported,0,south,1,1,1
1569,23,0.52,1.7,1,roku,paypal,ad_supported,1,midwest,1,1,1
1570,18,0.194,4.3,5,tablet,gift_card,ad_supported,0,northeast,0,0,0
1571,36,0.316,1.1,5,smart_tv,gift_card,ad_supported,0,south,1,1,1
1572,25,0.406,0.6,4,tablet,apple_pay,ad_supported,0,midwest,0,0,0
1573,45,0.166,1.4,5,roku,gift_card,student_discount,0,west,1,1,1
1574,1,0.117,1.9,4,tablet,gift_card,ad_supported,0,south,0,0,0
1575,39,0.35,6.2,1,smart_tv,paypal,ad_supported,1,midwest,0,0,1
1576,6,0.188,0.5,2,mobile,apple_pay,ad_supported,0,south,1,1,1
1577,6,0.056,1.1,5,web,paypal,student_discount,0,midwest,1,1,1
1578,13,0.155,2.3,5,roku,gift_card,premium,0,midwest,1,1,1
1579,37,0.085,4.8,2,smart_tv,apple_pay,student_discount,1,south,1,1,1
1580,4,0.149,1.1,4,mobile,gift_card,ad_supported,1,midwest,1,1,0
1581,31,0.551,0.8,2,roku,credit_card,premium,0,midwest,0,0,1
1582,32,0.254,3.6,3,web,apple_pay,ad_supported,0,south,1,1,0
1583,29,0.494,1.7,2,smart_tv,apple_pay,student_discount,0,west,1,1,0
1584,33,0.466,3.3,1,web,apple_pay,ad_supported,1,northeast,1,0,1
1585,32,0.667,3.4,1,tablet,apple_pay,student_discount,1,northeast,1,0,1
1586,21,0.042,3.1,2,mobile,paypal,student_discount,1,midwest,1,1,1
1587,45,0.239,1.6,1,tablet,credit_card,premium,0,northeast,1,1,1
1588,38,0.634,2.6,4,mobile,paypal,premium,0,west,0,0,1
1589,6,0.283,7.1,4,web,paypal,ad_supported,0,south,1,1,0
1590,18,0.341,6.5,1,smart_tv,paypal,premium,0,south,0,0,0
1591,16,0.235,0.1,4,web,apple_pay,ad_supported,1,northeast,0,0,1
1592,9,0.379,5.9,2,web,gift_card,ad_supported,0,south,0,0,1
1593,13,0.316,1.0,1,web,apple_pay,student_discount,0,midwest,1,1,1
1594,31,0.373,3.4,4,tablet,apple_pay,premium,0,west,0,0,1
1595,2,0.133,4.3,5,tablet,gift_card,premium,1,northeast,1,1,1
1596,11,0.179,2.9,2,roku,gift_card,ad_supported,0,northeast,0,0,0
1597,21,0.22,2.7,2,tablet,gift_card,ad_supported,0,northeast,1,1,1
1598,13,0.226,3.8,1,smart_tv,credit_card,premium,1,west,0,0,0
1599,26,0.307,3.1,3,roku,paypal,ad_supported,1,south,1,1,1
1600,22,0.109,5.0,2,web,credit_card,ad_supported,1,west,1,1,1
1601,44,0.261,6.5,3,web,apple_pay,premium,1,midwest,1,1,1
1602,19,0.274,2.8,5,web,credit_card,student_discount,0,northeast,1,1,1
1603,48,0.22,0.7,3,roku,credit_card,premium,0,west,1,1,1
1604,24,0.196,1.9,4,roku,credit_card,premium,1,northeast,1,1,1
1605,19,0.157,5.4,4,smart_tv,gift_card,premium,0,south,1,1,1
1606,24,0.39,4.2,5,tablet,gift_card,ad_supported,0,northeast,1,1,0
1607,5,0.591,6.6,5,web,apple_pay,ad_supported,0,midwest,1,1,0
1608,2,0.508,2.9,1,roku,apple_pay,ad_supported,0,west,0,0,0
1609,30,0.228,5.3,1,tablet,credit_card,premium,0,northeast,1,1,1
1610,20,0.035,9.7,1,roku,credit_card,ad_supported,0,south,1,1,1
1611,24,0.311,3.0,1,mobile,apple_pay,student_discount,0,south,1,1,1
1612,1,0.273,3.9,3,tablet,credit_card,student_discount,1,west,0,0,0
1613,24,0.133,2.7,5,web,apple_pay,ad_supported,0,west,1,1,1
1614,1,0.261,1.1,2,smart_tv,apple_pay,student_discount,0,south,1,1,1
1615,22,0.137,1.2,3,web,apple_pay,premium,1,northeast,1,1,1
1616,23,0.336,3.8,4,smart_tv,gift_card,ad_supported,0,south,0,0,1
1617,33,0.655,4.8,5,tablet,apple_pay,student_discount,0,west,1,0,1
1618,43,0.428,3.7,1,smart_tv,paypal,student_discount,1,northeast,1,0,1
1619,12,0.081,4.0,1,tablet,paypal,student_discount,1,midwest,1,1,1
1620,31,0.147,2.1,1,roku,apple_pay,premium,1,northeast,1,1,1
1621,21,0.062,4.7,2,smart_tv,apple_pay,premium,0,northeast,1,1,1
1622,46,0.385,0.6,5,mobile,gift_card,ad_supported,0,midwest,0,0,1
1623,35,0.702,1.7,1,mobile,gift_card,premium,0,south,1,1,0
1624,10,0.171,5.8,4,roku,paypal,ad_supported,0,south,1,1,1
1625,5,0.202,4.7,4,tablet,apple_pay,ad_supported,1,south,0,0,1
1626,20,0.36,0.4,3,roku,credit_card,student_discount,0,south,0,0,1
1627,40,0.436,0.5,1,web,paypal,ad_supported,0,northeast,1,1,1
1628,41,0.063,2.6,1,web,gift_card,premium,1,northeast,0,0,1
1629,19,0.129,1.9,4,smart_tv,credit_card,premium,0,south,0,0,0
1630,43,0.173,1.8,1,roku,apple_pay,ad_supported,0,west,1,1,1
1631,17,0.485,5.2,2,tablet,apple_pay,student_discount,0,south,1,0,0
1632,19,0.015,0.5,4,web,paypal,premium,0,northeast,1,1,1
1633,27,0.131,1.4,4,mobile,paypal,premium,0,west,1,1,1
1634,18,0.496,8.3,5,roku,paypal,student_discount,1,south,1,0,1
1635,47,0.264,5.5,2,tablet,paypal,premium,1,northeast,1,1,1
1636,27,0.116,3.1,3,mobile,apple_pay,student_discount,0,northeast,1,1,1
1637,8,0.405,7.5,2,web,paypal,premium,0,south,1,0,1
1638,33,0.646,5.2,2,roku,gift_card,student_discount,1,midwest,1,0,1
1639,26,0.618,1.7,2,roku,gift_card,ad_supported,0,midwest,1,1,1
1640,28,0.176,1.2,3,web,credit_card,student_discount,1,midwest,1,1,1
1641,8,0.265,6.2,2,roku,credit_card,premium,0,south,1,1,0
1642,7,0.304,2.8,3,mobile,paypal,ad_supported,0,west,1,1,0
1643,9,0.174,0.6,1,tablet,gift_card,premium,0,west,1,1,1
1644,23,0.122,2.2,5,web,apple_pay,premium,1,west,1,1,1
1645,29,0.394,5.5,4,mobile,paypal,premium,0,west,1,1,1
1646,39,0.229,3.6,5,mobile,apple_pay,ad_supported,0,west,0,0,1
1647,16,0.217,2.8,2,tablet,paypal,premium,1,west,0,0,1
1648,19,0.372,1.2,4,roku,apple_pay,student_discount,0,midwest,1,1,1
1649,15,0.264,1.7,1,mobile,credit_card,ad_supported,0,west,1,1,1
1650,3,0.336,6.1,1,mobile,paypal,ad_supported,0,west,1,1,1
1651,13,0.324,2.8,2,tablet,gift_card,ad_supported,0,west,0,0,1
1652,47,0.153,2.5,2,mobile,gift_card,ad_supported,0,west,0,0,1
1653,22,0.247,5.9,3,roku,apple_pay,premium,0,west,1,1,1
1654,30,0.326,2.4,4,tablet,paypal,student_discount,1,south,0,0,1
1655,6,0.175,8.8,2,roku,paypal,ad_supported,0,midwest,1,1,1
1656,3,0.19,4.0,2,tablet,paypal,student_discount,0,west,0,0,0
1657,12,0.351,4.1,5,web,credit_card,student_discount,0,midwest,1,1,0
1658,40,0.211,1.1,1,tablet,apple_pay,student_discount,1,northeast,0,0,0
1659,18,0.197,0.7,1,web,paypal,ad_supported,0,midwest,0,0,0
1660,9,0.074,2.6,4,tablet,apple_pay,student_discount,1,west,1,1,1
1661,7,0.259,0.8,4,web,paypal,student_discount,0,south,0,0,0
1662,28,0.375,0.9,1,mobile,gift_card,ad_supported,0,midwest,1,1,1
1663,37,0.299,2.2,2,mobile,gift_card,ad_supported,0,northeast,1,1,1
1664,8,0.379,5.6,4,tablet,gift_card,student_discount,0,midwest,0,0,1
1665,40,0.194,1.8,2,web,gift_card,premium,0,west,1,1,1
1666,40,0.197,8.1,1,tablet,credit_card,student_discount,0,northeast,1,1,1
1667,45,0.225,3.3,2,mobile,paypal,premium,0,midwest,1,1,1
1668,10,0.261,1.4,2,smart_tv,credit_card,premium,1,midwest,1,1,0
1669,25,0.171,7.1,3,smart_tv,gift_card,premium,0,midwest,1,1,1
