user_id,tenure_months,prior_engagement_score,weekly_watch_hours,num_devices,device_type,payment_method,account_type,has_kids_profile,region,promo_eligible,assigned_promo,renewed,propensity_score
1229,24,0.473,3.0,2,roku,credit_card,premium,1,south,1,0,1,0.7174026206511421
1230,25,0.236,5.2,2,web,paypal,premium,1,west,1,1,1,0.9799140109912802
1231,28,0.344,1.1,4,mobile,paypal,student_discount,0,northeast,1,1,1,0.971937522261817
1232,21,0.144,1.0,1,smart_tv,credit_card,premium,0,midwest,0,0,1,0.018764988853839697
1233,26,0.365,1.5,4,mobile,apple_pay,premium,1,midwest,1,1,1,0.9642018377800182
1234,34,0.033,12.3,5,smart_tv,gift_card,ad_supported,0,south,1,1,1,0.9824837943092819
1235,42,0.098,1.6,4,web,paypal,ad_supported,0,midwest,1,1,1,0.9991901390780374
1236,10,0.32,3.6,5,roku,paypal,student_discount,0,midwest,0,0,0,0.0005719871293973814
1237,14,0.294,3.5,3,roku,credit_card,ad_supported,0,midwest,1,1,1,0.9855610544866021
1238,41,0.348,0.2,3,tablet,gift_card,premium,0,west,0,0,0,0.0007862315759630374
1239,27,0.069,3.8,4,tablet,gift_card,ad_supported,0,south,1,1,1,0.9992883622231531
1240,43,0.25,2.3,1,web,paypal,ad_supported,1,midwest,1,1,1,0.9868467904733423
1241,25,0.394,1.1,1,tablet,apple_pay,student_discount,0,northeast,1,1,1,0.9575881313229564
1242,23,0.519,1.4,3,smart_tv,apple_pay,student_discount,0,northeast,1,1,0,0.6854787100841981
1243,46,0.251,5.9,1,roku,paypal,student_discount,0,west,1,1,1,0.939754427854724
1244,10,0.157,2.4,3,tablet,gift_card,student_discount,1,midwest,0,0,1,0.012061715395901262
1245,15,0.351,3.6,2,web,gift_card,student_discount,0,midwest,1,1,1,0.9608693578261638
1246,35,0.606,2.3,2,roku,credit_card,premium,1,midwest,1,1,1,0.28611723652005866
1247,11,0.04,4.9,2,smart_tv,paypal,student_discount,0,south,1,1,1,0.9992658429268352
1248,12,0.056,6.9,4,roku,gift_card,student_discount,0,west,1,1,1,0.998452894504645
1249,19,0.531,3.2,3,mobile,gift_card,ad_supported,0,south,0,0,1,1.835380392354694e-05
1250,19,0.263,1.2,2,web,paypal,premium,0,south,1,1,1,0.9949446929756474
1251,8,0.228,3.9,3,web,gift_card,premium,0,south,1,1,1,0.9945489081938687
1252,12,0.228,4.7,4,smart_tv,gift_card,premium,0,midwest,1,1,1,0.9932630571207758
1253,11,0.283,2.8,5,smart_tv,paypal,ad_supported,0,midwest,1,1,1,0.9909291565504666
1254,28,0.134,3.5,3,web,apple_pay,ad_supported,0,northeast,1,1,1,0.9976659203357344
1255,48,0.663,12.4,5,smart_tv,gift_card,student_discount,0,northeast,0,0,1,2.4564858811977324e-08
1256,2,0.35,4.1,2,mobile,paypal,student_discount,1,west,1,1,0,0.9494923156899024
1257,36,0.069,10.0,3,smart_tv,credit_card,premium,1,south,1,1,1,0.9818128673968053
1258,42,0.15,10.2,1,mobile,apple_pay,premium,0,west,1,1,1,0.9490636483661502
1259,43,0.1,3.4,5,tablet,credit_card,premium,0,northeast,1,1,1,0.9983574051137781
1260,5,0.086,1.4,4,roku,credit_card,ad_supported,0,midwest,1,1,1,0.9997967911927952
1261,33,0.134,7.8,1,roku,apple_pay,premium,1,northeast,0,0,1,0.0009473518831602357
1262,40,0.055,3.6,1,mobile,gift_card,premium,0,west,1,1,1,0.9992075654239799
1263,4,0.259,5.6,3,web,gift_card,student_discount,0,west,1,1,0,0.9821723825389369
1264,27,0.319,4.9,4,roku,paypal,premium,0,northeast,1,1,1,0.9494518143341251
1265,30,0.471,5.1,5,tablet,credit_card,premium,1,south,1,0,1,0.5180985523602787
1266,4,0.175,4.4,2,mobile,gift_card,student_discount,0,south,1,1,1,0.9965223770519217
1267,19,0.111,6.4,5,roku,apple_pay,ad_supported,0,south,1,1,1,0.9959206226508536
1268,41,0.442,2.0,2,tablet,apple_pay,premium,0,south,1,1,0,0.8431805343159047
1269,44,0.46,3.2,1,smart_tv,paypal,ad_supported,0,northeast,1,0,0,0.6686421579412267
1270,28,0.315,3.1,5,mobile,apple_pay,ad_supported,0,midwest,0,0,1,0.00043826347341007486
1271,10,0.021,1.8,2,web,paypal,ad_supported,0,west,1,1,1,0.9998890487811503
1272,7,0.343,0.8,5,web,gift_card,student_discount,0,west,1,1,0,0.9877732881377835
1273,13,0.131,0.5,4,roku,paypal,premium,0,northeast,1,1,1,0.9996493138314108
1274,21,0.579,2.1,5,web,gift_card,premium,0,midwest,1,1,0,0.5729091085623005
1275,12,0.307,3.1,5,web,apple_pay,student_discount,1,northeast,1,1,1,0.9720239242281381
1276,36,0.337,4.3,1,web,gift_card,student_discount,0,northeast,1,1,1,0.9136800286681902
1277,24,0.627,1.4,1,web,apple_pay,premium,0,west,1,1,1,0.36926737840903384
1278,44,0.066,1.7,2,tablet,paypal,student_discount,0,northeast,0,0,1,0.021917820302830997
1279,18,0.415,2.5,2,smart_tv,paypal,ad_supported,0,south,1,0,1,0.9106407544789407
1280,37,0.554,3.0,2,smart_tv,apple_pay,premium,1,northeast,1,0,1,0.3330391019537906
1281,46,0.495,4.7,5,roku,apple_pay,premium,0,west,1,0,0,0.39102445973275457
1282,32,0.066,2.1,1,web,gift_card,premium,0,northeast,1,1,1,0.9996018790667197
1283,2,0.491,6.1,4,tablet,credit_card,premium,1,northeast,1,1,1,0.6034739683238624
1284,35,0.122,1.0,1,mobile,paypal,premium,0,south,1,1,1,0.999130010014208
1285,22,0.322,2.9,2,web,paypal,student_discount,0,northeast,1,1,1,0.9693200979659609
1286,3,0.055,8.1,1,mobile,gift_card,student_discount,0,northeast,1,1,1,0.9981674443370191
1287,41,0.436,2.0,2,roku,paypal,ad_supported,1,midwest,1,1,1,0.8425150546108368
1288,2,0.655,5.6,3,mobile,apple_pay,ad_supported,0,south,1,1,0,0.10486156096745398
1289,23,0.471,2.0,5,roku,gift_card,premium,1,west,1,1,1,0.8361778372581988
1290,11,0.287,9.4,5,tablet,paypal,student_discount,1,west,0,0,0,8.096240566784646e-05
1291,15,0.432,3.5,2,smart_tv,gift_card,ad_supported,1,northeast,1,0,1,0.8551672866530745
1292,24,0.235,4.7,4,smart_tv,gift_card,premium,1,midwest,0,0,1,0.0009642216987036171
1293,19,0.201,1.7,4,roku,apple_pay,ad_supported,0,west,1,1,1,0.9975953017238129
1294,29,0.301,3.3,5,tablet,apple_pay,premium,0,midwest,0,0,0,0.0007007964966797488
1295,37,0.097,3.1,3,mobile,credit_card,student_discount,0,south,1,1,1,0.9977390090296614
1296,34,0.287,13.1,5,web,credit_card,premium,1,northeast,1,1,1,0.41087496358243625
1297,14,0.221,1.7,4,roku,credit_card,ad_supported,1,south,1,1,1,0.9959421672860064
1298,24,0.129,1.9,3,mobile,apple_pay,premium,0,northeast,1,1,1,0.9990362481388827
1299,37,0.6,12.1,1,smart_tv,apple_pay,student_discount,0,northeast,1,0,1,0.007145687846543851
1300,25,0.114,3.6,3,web,gift_card,premium,0,south,1,1,1,0.9985753674599795
1301,15,0.398,5.7,5,web,gift_card,student_discount,0,midwest,1,1,1,0.8327510216840026
1302,37,0.135,3.2,5,mobile,gift_card,student_discount,1,northeast,1,1,1,0.9961086751699748
1303,2,0.103,2.4,1,web,credit_card,student_discount,0,northeast,1,1,1,0.9994792267149324
1304,40,0.088,2.8,1,smart_tv,credit_card,student_discount,0,midwest,1,1,1,0.9985747476358214
1305,10,0.082,6.8,2,tablet,gift_card,ad_supported,0,west,0,0,0,0.009632476221548046
1306,48,0.375,1.7,4,roku,paypal,ad_supported,0,midwest,1,1,1,0.9363341766014773
1307,31,0.016,7.3,4,web,apple_pay,student_discount,0,west,1,1,1,0.9977229904418888
1308,48,0.379,3.8,2,roku,gift_card,student_discount,0,south,1,1,1,0.8099278358012024
1309,36,0.275,0.7,2,roku,apple_pay,ad_supported,0,northeast,1,1,1,0.9918112571241183
1310,23,0.366,3.8,3,smart_tv,paypal,premium,0,northeast,1,1,1,0.932981481604454
1311,26,0.068,6.9,1,smart_tv,paypal,premium,0,midwest,1,1,1,0.9979315355907048
1312,15,0.115,6.3,2,smart_tv,gift_card,ad_supported,1,west,0,0,1,0.0035609192274025777
1313,33,0.443,4.1,2,web,apple_pay,student_discount,0,northeast,1,0,1,0.6664471489472538
1314,25,0.481,0.9,5,mobile,gift_card,student_discount,0,northeast,1,1,1,0.8398299827785229
1315,1,0.585,1.5,2,smart_tv,apple_pay,student_discount,0,west,1,1,1,0.6013680985576889
1316,17,0.308,1.8,2,mobile,credit_card,premium,0,south,1,1,1,0.9863251244039247
1317,3,0.432,3.5,1,mobile,paypal,premium,0,south,1,1,1,0.9088586599468236
1318,33,0.509,0.3,1,tablet,credit_card,student_discount,0,south,1,1,1,0.77116509253204
1319,10,0.072,3.3,2,smart_tv,gift_card,ad_supported,1,south,1,1,1,0.9994172622550738
1320,17,0.649,5.0,1,smart_tv,paypal,student_discount,1,midwest,1,0,1,0.08761658376585983
1321,21,0.854,6.4,5,smart_tv,credit_card,ad_supported,0,northeast,1,0,1,0.0022123682312713646
1322,39,0.267,4.9,4,web,paypal,ad_supported,0,northeast,1,1,1,0.9602350907311246
1323,41,0.249,8.9,5,mobile,credit_card,ad_supported,0,midwest,1,1,1,0.8666694614956237
1324,22,0.327,11.6,5,roku,paypal,student_discount,0,midwest,1,1,1,0.5602187508658196
1325,30,0.217,4.1,2,smart_tv,gift_card,student_discount,0,midwest,1,1,1,0.9896716971528032
1326,5,0.657,2.7,1,tablet,gift_card,ad_supported,0,midwest,1,1,0,0.4044499056005933
1327,29,0.47,2.0,3,web,paypal,student_discount,0,west,1,1,1,0.775420830993868
1328,27,0.316,3.2,3,mobile,apple_pay,ad_supported,1,northeast,0,0,1,0.00030849549296376995
1329,9,0.436,3.9,5,roku,gift_card,student_discount,0,south,1,0,0,0.8432271117368388
1330,38,0.075,4.3,4,web,apple_pay,ad_supported,0,northeast,1,1,1,0.9982217944472215
1331,48,0.31,3.7,3,roku,gift_card,student_discount,0,northeast,1,1,1,0.9351312003550113
1332,27,0.149,2.8,1,roku,apple_pay,premium,0,midwest,1,1,1,0.9985045777221354
1333,5,0.168,5.8,1,smart_tv,apple_pay,ad_supported,0,south,1,1,1,0.9947112197586047
1334,2,0.274,2.5,4,mobile,paypal,student_discount,0,west,1,1,1,0.9925417277797702
1335,32,0.303,2.6,2,web,gift_card,ad_supported,0,west,0,0,1,0.00061047196035989
1336,5,0.181,3.2,2,roku,paypal,student_discount,0,west,1,1,1,0.9978063004399456
1337,2,0.142,3.6,3,smart_tv,apple_pay,premium,0,west,1,1,1,0.9988058292339429
1338,12,0.236,3.1,2,roku,paypal,student_discount,0,midwest,1,1,1,0.9948567874428109
1339,12,0.341,2.1,1,smart_tv,apple_pay,premium,0,midwest,1,1,1,0.9841539241495184
1340,44,0.052,4.3,4,roku,paypal,student_discount,0,midwest,1,1,1,0.9986517638174611
1341,10,0.508,10.0,3,smart_tv,paypal,student_discount,1,south,1,0,1,0.10160922905405646
1342,35,0.146,11.0,2,mobile,apple_pay,student_discount,0,midwest,1,1,1,0.9396900959799324
1343,37,0.437,4.9,3,web,gift_card,ad_supported,0,south,1,0,1,0.6431043681650105
1344,37,0.168,3.4,3,smart_tv,apple_pay,ad_supported,0,south,1,1,1,0.9939317079235824
1345,1,0.157,5.5,2,tablet,paypal,student_discount,1,south,1,1,1,0.9962257145832846
1346,47,0.371,0.1,3,mobile,gift_card,premium,0,west,0,0,1,0.0003624188884356867
1347,41,0.272,4.0,2,mobile,apple_pay,ad_supported,0,west,1,1,1,0.9647157477817916
1348,29,0.132,3.4,2,tablet,paypal,premium,0,south,1,1,1,0.9983620917991309
1349,34,0.335,5.8,5,smart_tv,gift_card,student_discount,0,northeast,1,1,1,0.8503242678768228
1350,22,0.305,4.5,5,mobile,credit_card,premium,1,west,1,1,1,0.9510864792369166
1351,43,0.255,5.5,5,web,apple_pay,student_discount,0,midwest,1,1,1,0.9450292041679349
1352,48,0.384,4.6,3,roku,credit_card,student_discount,0,west,0,0,1,3.412652542307416e-05
1353,8,0.117,2.7,2,mobile,credit_card,premium,0,south,1,1,0,0.999235998366319
1354,42,0.173,6.0,2,smart_tv,apple_pay,ad_supported,0,west,1,1,1,0.9822570471463714
1355,35,0.285,5.6,5,tablet,gift_card,student_discount,0,south,1,1,1,0.9384797753125751
1356,28,0.046,1.4,2,roku,paypal,premium,0,northeast,1,1,1,0.9997976767039694
1357,47,0.18,1.9,1,mobile,apple_pay,premium,1,west,1,1,1,0.994722087648269
1358,14,0.36,3.1,3,mobile,gift_card,student_discount,1,northeast,1,1,1,0.9462020833336006
1359,5,0.376,1.1,1,web,paypal,student_discount,1,west,1,1,1,0.9738459618703136
1360,33,0.504,3.2,4,web,apple_pay,student_discount,1,northeast,1,0,1,0.45616601049049865
1361,47,0.68,2.6,1,web,credit_card,premium,0,south,1,0,1,0.0637631210725658
1362,2,0.536,2.6,1,web,credit_card,ad_supported,0,south,1,1,0,0.7032580386481834
1363,2,0.152,4.5,5,tablet,apple_pay,student_discount,1,south,1,1,1,0.9971163963294403
1364,25,0.089,3.2,5,web,apple_pay,premium,0,midwest,1,1,1,0.9992271669415639
1365,43,0.395,15.1,4,web,apple_pay,student_discount,0,northeast,0,0,1,5.929530542101565e-07
1366,11,0.165,6.1,3,tablet,credit_card,premium,1,west,1,1,1,0.994444704545497
1367,7,0.099,9.5,5,mobile,apple_pay,student_discount,0,midwest,1,1,1,0.9922501543005261
1368,26,0.349,4.5,3,roku,paypal,premium,0,midwest,1,1,1,0.9443769130265423
1369,16,0.237,3.3,1,mobile,gift_card,student_discount,0,south,1,1,1,0.9915307878523772
1370,17,0.122,1.8,1,web,apple_pay,ad_supported,0,south,1,1,0,0.9992123191373686
1371,1,0.584,2.0,1,tablet,apple_pay,ad_supported,0,south,1,1,0,0.6614198441667128
1372,36,0.202,3.9,2,roku,paypal,student_discount,0,northeast,1,1,1,0.9898260242734844
1373,41,0.28,2.6,3,smart_tv,gift_card,student_discount,0,south,1,1,1,0.9705799098424059
1374,29,0.209,4.6,5,tablet,credit_card,premium,0,west,1,1,1,0.9908413280090926
1375,38,0.047,4.4,1,mobile,credit_card,ad_supported,1,midwest,1,1,1,0.9987434697528349
1376,36,0.473,4.1,1,mobile,paypal,ad_supported,1,northeast,0,0,1,1.6599703409845783e-05
1377,21,0.738,3.8,4,tablet,gift_card,ad_supported,1,northeast,1,0,1,0.04712623416172583
1378,1,0.301,2.4,5,mobile,paypal,ad_supported,1,west,1,1,1,0.9892236020078309
1379,31,0.219,6.9,4,tablet,apple_pay,ad_supported,0,midwest,1,1,1,0.9768141559340326
1380,39,0.397,1.5,2,roku,apple_pay,ad_supported,1,midwest,1,1,1,0.9203808881757249
1381,37,0.185,5.7,4,roku,apple_pay,premium,0,midwest,0,0,1,0.0011439202425769029
1382,21,0.35,2.2,4,smart_tv,credit_card,premium,1,south,1,1,1,0.9547451987584405
1383,22,0.401,8.0,3,web,paypal,premium,1,west,1,0,0,0.584017850208556
1384,43,0.445,3.4,1,tablet,gift_card,premium,0,northeast,1,0,1,0.7977940046244991
1385,36,0.06,4.7,2,web,gift_card,student_discount,0,midwest,1,1,1,0.9986816389650632
1386,15,0.113,3.8,2,roku,gift_card,ad_supported,0,midwest,1,1,1,0.9991881813905121
1387,10,0.499,3.8,5,web,paypal,ad_supported,0,west,1,0,1,0.7057797447463793
1388,37,0.264,2.4,3,smart_tv,apple_pay,ad_supported,0,northeast,1,1,1,0.9841374694020176
1389,3,0.554,3.4,4,web,paypal,premium,0,south,1,1,0,0.5976334135900114
1390,28,0.332,7.2,4,roku,credit_card,ad_supported,0,midwest,1,1,1,0.8540001631338107
1391,12,0.089,0.5,4,tablet,gift_card,student_discount,0,northeast,1,1,1,0.9998119017979343
1392,30,0.177,3.4,4,mobile,apple_pay,premium,0,northeast,1,1,1,0.9955876733766194
1393,17,0.183,11.4,2,tablet,apple_pay,student_discount,0,midwest,1,1,1,0.9455399312086157
1394,27,0.415,0.8,2,smart_tv,gift_card,student_discount,1,midwest,1,1,1,0.9325143233850598
1395,30,0.407,5.9,3,web,apple_pay,ad_supported,1,west,0,0,0,2.448777221090315e-05
1396,26,0.374,2.0,4,mobile,gift_card,student_discount,0,northeast,1,1,0,0.9472324147677915
1397,27,0.253,4.1,5,web,credit_card,student_discount,1,south,1,1,1,0.9664023608416741
1398,16,0.174,5.2,3,smart_tv,gift_card,ad_supported,0,northeast,1,1,1,0.9949774514468349
1399,30,0.069,1.7,5,tablet,credit_card,ad_supported,0,northeast,1,1,1,0.999611162382694
1400,47,0.066,5.5,2,smart_tv,paypal,student_discount,0,west,1,1,1,0.9962059805885205
1401,19,0.796,1.7,1,web,credit_card,student_discount,0,midwest,1,1,0,0.036220748219041116
1402,9,0.524,6.1,4,mobile,gift_card,ad_supported,0,midwest,0,0,1,1.2170499946523066e-05
1403,27,0.075,4.1,1,web,credit_card,premium,0,west,1,1,1,0.9989446684323786
1404,32,0.608,0.6,2,tablet,paypal,premium,0,northeast,1,1,1,0.5369074442763274
1405,21,0.31,0.0,4,tablet,apple_pay,student_discount,0,south,1,1,1,0.9914703962257703
1406,47,0.127,1.6,3,web,credit_card,ad_supported,1,northeast,1,1,1,0.9976111439417205
1407,38,0.044,1.3,4,tablet,apple_pay,ad_supported,0,midwest,1,1,1,0.9997657952886363
1408,22,0.039,1.2,5,tablet,gift_card,premium,0,northeast,1,1,1,0.9998838800901971
1409,41,0.123,1.1,3,roku,apple_pay,ad_supported,0,west,1,1,1,0.9988840060391557
1410,35,0.273,4.8,5,smart_tv,credit_card,ad_supported,0,northeast,0,0,1,0.0002803362097627708
1411,33,0.098,0.3,4,tablet,apple_pay,ad_supported,1,midwest,1,1,1,0.999606855296335
1412,27,0.121,0.3,1,mobile,credit_card,premium,1,south,1,1,1,0.9992794245145752
1413,1,0.07,2.7,2,web,apple_pay,student_discount,1,south,1,1,1,0.999523721362452
1414,41,0.361,1.5,5,smart_tv,apple_pay,student_discount,0,west,1,1,1,0.9279106712049121
1415,31,0.306,3.1,2,mobile,paypal,student_discount,1,midwest,1,1,1,0.963159198682741
1416,6,0.1,0.3,3,mobile,paypal,ad_supported,0,northeast,1,1,0,0.9998083922026479
1417,44,0.208,4.3,1,smart_tv,gift_card,student_discount,0,midwest,1,1,1,0.9853703823737959
1418,15,0.139,3.9,5,roku,apple_pay,premium,0,midwest,1,1,1,0.9985342570038424
1419,41,0.118,5.2,1,roku,gift_card,premium,0,midwest,1,1,1,0.9969977733611446
1420,10,0.261,5.1,1,tablet,apple_pay,student_discount,0,west,1,1,0,0.9837845624567954
1421,3,0.14,8.2,2,smart_tv,gift_card,premium,1,west,1,1,0,0.9930202765846154
1422,31,0.161,1.9,5,roku,paypal,premium,0,south,0,0,1,0.006707443852926283
1423,20,0.404,3.3,4,mobile,credit_card,student_discount,0,northeast,0,0,0,8.895849727855492e-05
1424,28,0.589,2.0,1,smart_tv,paypal,student_discount,1,northeast,1,1,1,0.3152215680628011
1425,17,0.551,4.2,5,web,credit_card,premium,0,south,1,0,1,0.3895038953117442
1426,20,0.116,4.0,2,tablet,paypal,premium,0,midwest,1,1,1,0.9990954953565486
1427,22,0.352,7.7,5,mobile,apple_pay,ad_supported,0,west,0,0,1,4.347607997071671e-05
1428,9,0.407,3.1,1,mobile,gift_card,ad_supported,1,south,1,0,0,0.918840648239362
1429,26,0.114,3.0,1,roku,credit_card,ad_supported,0,west,1,1,1,0.9987612899633258
1430,35,0.356,2.9,2,web,credit_card,student_discount,0,south,1,1,1,0.9053456941049137
1431,14,0.119,3.8,3,mobile,credit_card,premium,1,west,0,0,0,0.007987968021395432
1432,33,0.361,4.5,2,smart_tv,credit_card,student_discount,0,midwest,1,1,1,0.867041508348906
1433,4,0.259,2.7,2,smart_tv,credit_card,ad_supported,0,northeast,1,1,1,0.9940049730444741
1434,2,0.449,1.2,1,tablet,credit_card,ad_supported,0,west,1,1,1,0.9572271237572468
1435,43,0.215,0.3,4,tablet,credit_card,premium,0,northeast,1,1,1,0.9970721280844362
1436,12,0.266,0.7,2,roku,gift_card,student_discount,0,midwest,0,0,0,0.004347246700875777
1437,1,0.233,1.3,2,web,paypal,ad_supported,0,west,0,0,0,0.007125440944248652
1438,14,0.399,7.3,5,tablet,gift_card,premium,0,northeast,1,1,1,0.8052183465048568
1439,25,0.216,0.6,4,tablet,gift_card,ad_supported,0,northeast,1,1,1,0.9983171150852663
1440,22,0.212,1.4,5,mobile,apple_pay,student_discount,0,south,1,1,1,0.9955829448380505
1441,9,0.104,2.1,5,smart_tv,gift_card,premium,1,west,1,1,1,0.9994872963877535
1442,10,0.136,3.2,2,web,credit_card,ad_supported,0,west,0,0,0,0.010309299609911721
1443,8,0.184,3.2,4,roku,gift_card,premium,0,west,1,1,1,0.9982222770440858
1444,25,0.481,3.6,5,tablet,apple_pay,ad_supported,0,south,1,0,1,0.6922076462839475
1445,34,0.398,2.1,3,smart_tv,paypal,ad_supported,0,west,0,0,0,0.00013541191985047947
1446,29,0.175,5.4,3,smart_tv,credit_card,ad_supported,0,northeast,1,1,1,0.9898280999297338
1447,48,0.153,6.1,3,smart_tv,gift_card,student_discount,1,west,1,1,1,0.9782992748955496
1448,40,0.293,5.3,4,smart_tv,gift_card,premium,1,west,1,1,1,0.9229822174870846
1449,19,0.076,4.1,5,smart_tv,gift_card,ad_supported,0,south,1,1,1,0.9990402974909957
1450,2,0.256,6.4,3,mobile,apple_pay,ad_supported,0,northeast,1,1,0,0.9794767214307277
1451,8,0.115,3.0,4,smart_tv,credit_card,ad_supported,1,northeast,1,1,1,0.9989263304929671
1452,14,0.066,1.5,4,roku,credit_card,student_discount,1,south,0,0,1,0.030080786986240064
1453,17,0.169,1.3,5,web,credit_card,premium,0,midwest,0,0,0,0.01245839872778246
1454,6,0.168,3.3,3,roku,credit_card,student_discount,0,south,1,1,0,0.997500780755637
1455,9,0.102,4.1,3,roku,paypal,ad_supported,0,midwest,1,1,1,0.9992903671871597
1456,2,0.324,1.0,4,web,apple_pay,premium,0,west,1,1,0,0.9928152107448357
1457,13,0.362,3.3,3,tablet,gift_card,premium,0,midwest,1,1,1,0.9769561525271889
1458,47,0.407,3.3,3,smart_tv,gift_card,ad_supported,0,midwest,0,0,1,6.471339219712915e-05
1459,38,0.253,12.7,4,tablet,apple_pay,student_discount,0,midwest,1,1,1,0.6390066142781725
1460,10,0.124,1.5,2,roku,credit_card,student_discount,0,south,0,0,1,0.01833409984373657
1461,25,0.528,2.9,1,mobile,gift_card,ad_supported,0,midwest,1,0,1,0.6544349644131084
1462,10,0.256,2.5,5,mobile,credit_card,ad_supported,0,west,1,1,1,0.9932396956043277
1463,30,0.091,1.3,2,smart_tv,credit_card,premium,1,midwest,1,1,1,0.999423694280171
1464,30,0.365,15.6,3,smart_tv,gift_card,ad_supported,0,northeast,0,0,1,1.6860648785748168e-06
1465,13,0.325,6.7,4,mobile,credit_card,premium,1,south,0,0,1,9.90415286935049e-05
1466,20,0.132,1.2,3,web,apple_pay,student_discount,1,northeast,1,1,1,0.9988598356999042
1467,28,0.18,2.6,5,web,credit_card,premium,0,midwest,1,1,1,0.9971303659131049
1468,16,0.143,1.7,3,smart_tv,apple_pay,premium,0,west,1,1,1,0.9990857875069666
1469,20,0.259,1.0,4,tablet,gift_card,premium,1,northeast,1,1,1,0.996306285897407
1470,47,0.591,4.5,4,tablet,paypal,ad_supported,0,south,1,0,1,0.13997814193582772
1471,9,0.255,1.7,1,tablet,credit_card,premium,0,south,1,1,1,0.9965975570710843
1472,37,0.159,1.1,3,web,paypal,premium,1,west,1,1,1,0.9980503408894155
1473,39,0.49,3.1,2,roku,credit_card,ad_supported,0,northeast,0,0,0,2.01906635425856e-05
1474,39,0.309,15.1,1,web,apple_pay,ad_supported,0,northeast,1,1,1,0.20443994401602467
1475,22,0.252,5.0,5,web,apple_pay,ad_supported,0,west,1,1,1,0.9777069589361681
1476,24,0.211,6.7,5,tablet,gift_card,student_discount,1,midwest,1,1,1,0.9795947149490014
1477,19,0.206,3.3,2,roku,paypal,ad_supported,1,west,1,1,1,0.9948125589298618
1478,12,0.16,1.3,3,roku,paypal,premium,1,west,1,1,1,0.9991039878358838
1479,42,0.306,10.4,2,smart_tv,apple_pay,premium,1,northeast,1,1,1,0.5440133431189789
1480,18,0.096,2.2,4,roku,credit_card,ad_supported,1,midwest,0,0,0,0.021512222777945882
1481,32,0.099,3.6,5,smart_tv,credit_card,premium,0,west,1,1,1,0.9982881593367892
1482,2,0.154,3.6,2,web,gift_card,premium,0,south,1,1,1,0.9987430420074621
1483,24,0.152,7.2,2,roku,credit_card,premium,1,midwest,1,1,1,0.9900320632273562
1484,19,0.4,1.7,2,mobile,paypal,premium,1,west,1,1,1,0.9452986881231552
1485,32,0.178,6.3,1,mobile,credit_card,student_discount,0,south,1,1,1,0.9786010974365413
1486,35,0.167,6.6,1,smart_tv,gift_card,ad_supported,1,northeast,1,1,1,0.9836466584968782
1487,40,0.347,0.6,4,tablet,credit_card,premium,1,south,1,1,1,0.968083914752544
1488,19,0.248,7.0,1,smart_tv,credit_card,ad_supported,0,northeast,1,1,1,0.9608253720722647
1489,14,0.201,1.7,1,roku,apple_pay,premium,1,south,0,0,0,0.0053793443982895
1490,37,0.355,3.4,1,tablet,apple_pay,premium,1,midwest,0,0,1,0.00020071829656076128
1491,48,0.285,6.8,5,smart_tv,gift_card,student_discount,1,west,1,1,1,0.8103014552532168
1492,46,0.089,10.8,3,roku,apple_pay,premium,0,northeast,1,1,1,0.9732275942257271
1493,16,0.292,4.8,5,mobile,paypal,premium,1,midwest,0,0,0,0.0004586595773393256
1494,31,0.103,0.6,1,web,gift_card,premium,1,west,1,1,1,0.999508060934238
1495,40,0.351,4.0,1,roku,paypal,ad_supported,0,west,1,1,1,0.9112118406642343
1496,47,0.267,6.4,2,tablet,credit_card,premium,0,south,1,1,1,0.9236227156805612
1497,40,0.571,2.5,1,web,gift_card,ad_supported,0,south,1,0,1,0.34944905520242575
1498,12,0.51,2.7,2,mobile,apple_pay,student_discount,0,midwest,1,0,0,0.7282117164865428
1499,41,0.198,5.1,2,roku,gift_card,student_discount,0,west,1,1,1,0.9835692514299507
1500,29,0.268,4.2,5,tablet,paypal,premium,1,west,1,1,1,0.9787190133494194
1501,30,0.25,1.3,4,roku,credit_card,student_discount,0,west,0,0,0,0.0016340087032510593
1502,46,0.396,4.5,5,mobile,credit_card,ad_supported,0,northeast,1,1,1,0.7219465191983777
1503,29,0.073,0.8,4,tablet,apple_pay,ad_supported,0,south,1,1,1,0.9996934696024407
1504,14,0.191,1.7,5,roku,gift_card,ad_supported,0,south,1,1,1,0.9982988589519044
1505,30,0.301,0.9,2,smart_tv,credit_card,ad_supported,1,south,1,1,1,0.9815566944124273
1506,1,0.35,5.3,3,roku,credit_card,student_discount,1,midwest,0,0,0,0.00018566419977262644
1507,29,0.253,3.2,1,mobile,credit_card,premium,0,south,1,1,1,0.9858651584445228
1508,16,0.208,0.3,3,roku,apple_pay,student_discount,0,northeast,1,1,1,0.9982921686251862
1509,4,0.187,1.4,5,mobile,credit_card,student_discount,1,south,0,0,0,0.005934251815582265
1510,34,0.286,0.8,4,smart_tv,paypal,student_discount,1,midwest,0,0,1,0.0009460471466096428
1511,27,0.432,1.6,2,smart_tv,gift_card,premium,1,northeast,1,1,1,0.9014183690447585
1512,46,0.101,1.2,1,smart_tv,apple_pay,ad_supported,0,west,1,1,1,0.9989423961235611
1513,6,0.115,4.5,1,roku,gift_card,ad_supported,1,south,0,0,0,0.009754139037157309
1514,21,0.409,0.8,4,roku,credit_card,student_discount,1,northeast,1,1,1,0.932809000797962
