user_id,tenure_months,prior_engagement_score,weekly_watch_hours,num_devices,device_type,payment_method,account_type,has_family_profile,region,promo_eligible,assigned_promo
1257,24,0.388,1.1,3,tablet,gift_card,student_discount,0,south,1,1
1258,23,0.383,5.4,4,web,apple_pay,premium,0,west,1,0
1259,8,0.427,2.7,3,smart_tv,credit_card,premium,0,midwest,1,0
1260,47,0.124,4.0,2,roku,paypal,ad-supported,1,west,1,1
1261,37,0.093,1.9,1,web,paypal,premium,0,midwest,1,1
1262,3,0.555,7.0,3,tablet,credit_card,student_discount,1,west,1,1
1263,33,0.322,5.8,2,tablet,credit_card,student_discount,1,south,1,0
1264,28,0.006,5.3,3,tablet,apple_pay,student_discount,1,midwest,1,1
1265,47,0.324,3.6,4,mobile,credit_card,student_discount,1,northeast,1,0
1266,8,0.107,7.8,3,roku,credit_card,ad-supported,1,south,1,1
1267,34,0.174,5.9,3,tablet,gift_card,premium,0,south,1,1
1268,35,0.283,3.1,1,smart_tv,gift_card,student_discount,0,west,1,1
1269,32,0.184,2.1,3,tablet,paypal,ad-supported,0,northeast,0,0
1270,24,0.552,2.7,3,mobile,apple_pay,premium,0,midwest,1,0
1271,14,0.085,4.7,4,roku,apple_pay,ad-supported,1,northeast,1,1
1272,32,0.373,0.7,4,web,credit_card,student_discount,0,west,1,1
1273,46,0.27,1.6,4,roku,apple_pay,student_discount,0,south,1,1
1274,43,0.107,7.7,1,web,paypal,student_discount,0,northeast,1,1
1275,16,0.446,6.5,4,web,gift_card,premium,1,midwest,1,0
1276,4,0.313,2.7,4,tablet,paypal,student_discount,0,midwest,0,0
1277,37,0.074,18.6,3,smart_tv,paypal,premium,0,south,1,1
1278,21,0.375,5.7,3,smart_tv,credit_card,ad-supported,0,west,1,0
1279,14,0.183,3.5,1,tablet,gift_card,premium,0,south,1,1
1280,31,0.537,6.6,4,mobile,credit_card,ad-supported,0,northeast,1,0
1281,18,0.408,2.0,2,web,paypal,premium,1,west,1,1
1282,7,0.302,1.8,3,smart_tv,paypal,student_discount,0,midwest,1,1
1283,10,0.269,3.0,2,roku,apple_pay,student_discount,1,west,1,1
1284,7,0.543,3.4,2,mobile,apple_pay,ad-supported,1,west,1,0
1285,33,0.221,1.8,4,tablet,apple_pay,premium,0,northeast,1,1
1286,23,0.036,8.4,2,mobile,apple_pay,premium,0,south,1,1
1287,21,0.3,2.5,1,smart_tv,paypal,ad-supported,1,northeast,1,0
1288,19,0.357,0.6,1,tablet,apple_pay,premium,0,midwest,1,1
1289,19,0.172,3.6,3,smart_tv,gift_card,premium,1,south,1,1
1290,36,0.208,2.8,2,web,paypal,ad-supported,0,west,1,1
1291,29,0.271,6.1,1,mobile,paypal,ad-supported,0,northeast,1,1
1292,18,0.042,2.0,1,web,gift_card,ad-supported,0,west,1,1
1293,2,0.482,5.4,2,roku,credit_card,premium,1,northeast,1,1
1294,1,0.27,4.1,1,web,apple_pay,ad-supported,1,midwest,1,1
1295,47,0.621,6.9,2,mobile,paypal,ad-supported,1,midwest,1,0
1296,5,0.469,3.6,1,roku,gift_card,ad-supported,1,northeast,1,1
1297,20,0.254,1.7,2,smart_tv,credit_card,ad-supported,1,midwest,1,1
1298,11,0.139,4.2,1,roku,credit_card,student_discount,0,west,1,1
1299,42,0.343,1.3,1,mobile,gift_card,student_discount,1,south,0,0
1300,2,0.458,0.3,1,tablet,paypal,student_discount,1,northeast,0,0
1301,3,0.106,1.8,4,roku,paypal,ad-supported,0,west,1,1
1302,23,0.101,7.2,4,smart_tv,apple_pay,premium,0,northeast,0,0
1303,12,0.497,10.8,1,roku,apple_pay,student_discount,1,south,1,0
1304,20,0.35,0.7,4,web,gift_card,ad-supported,0,midwest,1,1
1305,5,0.307,6.4,2,tablet,gift_card,student_discount,0,south,0,0
1306,37,0.23,9.6,4,mobile,paypal,student_discount,0,south,0,0
1307,38,0.463,1.2,3,tablet,paypal,ad-supported,0,northeast,1,1
1308,30,0.157,8.5,3,web,gift_card,ad-supported,1,south,1,1
1309,9,0.153,1.0,1,tablet,gift_card,student_discount,0,midwest,0,0
1310,34,0.126,3.0,4,web,credit_card,ad-supported,0,northeast,1,1
1311,44,0.15,4.4,3,roku,credit_card,student_discount,0,midwest,0,0
1312,35,0.226,1.4,1,mobile,credit_card,student_discount,0,south,1,1
1313,22,0.795,8.1,3,web,credit_card,student_discount,1,south,1,0
1314,44,0.315,3.3,1,web,credit_card,student_discount,1,midwest,0,0
1315,24,0.369,6.0,3,roku,gift_card,premium,0,northeast,1,0
1316,17,0.142,1.4,3,web,apple_pay,premium,1,south,1,1
1317,10,0.362,11.2,4,mobile,gift_card,ad-supported,1,west,1,0
1318,30,0.238,4.8,1,smart_tv,credit_card,premium,1,south,1,1
1319,46,0.204,4.7,3,tablet,gift_card,premium,0,south,1,1
1320,23,0.505,4.4,1,web,paypal,ad-supported,1,west,1,0
1321,32,0.42,4.7,4,tablet,gift_card,student_discount,1,northeast,1,0
1322,17,0.185,5.6,3,tablet,gift_card,premium,0,northeast,1,1
1323,17,0.345,2.5,2,smart_tv,apple_pay,premium,0,south,1,0
1324,14,0.556,1.0,2,web,credit_card,premium,1,west,0,0
1325,9,0.621,1.0,2,mobile,credit_card,premium,1,northeast,1,1
1326,40,0.333,3.5,1,web,gift_card,student_discount,0,west,1,0
1327,2,0.466,9.8,4,tablet,gift_card,ad-supported,1,west,1,1
1328,45,0.388,3.0,1,roku,credit_card,premium,1,west,1,0
1329,25,0.284,7.5,1,smart_tv,paypal,premium,0,west,1,1
1330,39,0.18,3.1,2,mobile,credit_card,premium,0,midwest,1,1
1331,9,0.361,9.0,4,mobile,paypal,premium,0,south,1,0
1332,22,0.262,4.6,3,tablet,gift_card,ad-supported,0,midwest,1,1
1333,43,0.371,4.2,1,mobile,gift_card,student_discount,0,west,1,0
1334,46,0.175,7.0,2,tablet,paypal,ad-supported,0,northeast,1,1
1335,4,0.366,4.6,1,mobile,credit_card,premium,0,northeast,1,1
1336,26,0.156,5.4,1,mobile,gift_card,premium,0,midwest,1,1
1337,29,0.123,3.4,4,tablet,credit_card,ad-supported,0,west,1,1
1338,45,0.541,4.4,3,smart_tv,gift_card,student_discount,1,west,1,0
1339,34,0.334,1.1,1,mobile,apple_pay,student_discount,1,northeast,1,1
1340,23,0.116,8.1,1,web,apple_pay,student_discount,1,south,1,1
1341,37,0.283,8.2,3,roku,apple_pay,student_discount,0,midwest,1,1
1342,11,0.32,2.6,4,tablet,paypal,ad-supported,1,midwest,1,0
1343,6,0.373,3.2,1,mobile,credit_card,ad-supported,0,south,1,0
1344,18,0.463,11.0,4,smart_tv,apple_pay,student_discount,0,west,1,0
1345,21,0.307,2.7,4,web,paypal,ad-supported,0,northeast,0,0
1346,42,0.163,5.8,1,tablet,apple_pay,ad-supported,1,midwest,1,1
1347,36,0.113,4.0,3,web,gift_card,premium,0,midwest,1,1
1348,41,0.292,0.8,1,roku,apple_pay,ad-supported,0,west,1,1
1349,38,0.391,4.8,1,smart_tv,credit_card,ad-supported,1,south,1,0
1350,34,0.212,7.9,2,tablet,credit_card,student_discount,0,northeast,1,1
1351,17,0.176,2.9,3,tablet,paypal,ad-supported,0,west,1,1
1352,37,0.178,1.1,2,mobile,credit_card,student_discount,1,midwest,1,1
1353,25,0.185,6.2,3,web,apple_pay,premium,1,northeast,0,0
1354,38,0.287,0.8,1,tablet,gift_card,premium,1,west,1,1
1355,12,0.244,0.9,4,web,gift_card,ad-supported,0,midwest,1,1
1356,23,0.1,11.4,2,roku,paypal,ad-supported,0,northeast,1,1
1357,42,0.507,7.1,2,mobile,gift_card,student_discount,1,west,1,0
1358,22,0.457,3.6,2,roku,paypal,premium,0,midwest,1,0
1359,21,0.203,4.9,2,mobile,paypal,student_discount,0,northeast,1,1
1360,27,0.271,1.5,3,mobile,paypal,ad-supported,0,northeast,1,1
1361,31,0.124,3.9,4,web,credit_card,premium,0,midwest,1,1
1362,6,0.213,1.3,4,mobile,apple_pay,ad-supported,0,northeast,1,1
1363,27,0.018,1.2,1,roku,credit_card,premium,1,northeast,1,1
1364,40,0.213,6.4,1,roku,gift_card,student_discount,1,south,0,0
1365,34,0.362,2.4,2,roku,credit_card,ad-supported,0,south,1,1
1366,12,0.229,2.0,1,web,paypal,ad-supported,1,south,1,1
1367,45,0.238,4.6,1,web,credit_card,premium,1,west,1,1
1368,7,0.439,2.0,3,smart_tv,credit_card,student_discount,0,west,1,1
1369,10,0.324,2.8,1,tablet,gift_card,premium,0,south,1,0
1370,45,0.156,10.3,1,smart_tv,apple_pay,premium,1,northeast,1,1
1371,17,0.392,0.9,1,smart_tv,paypal,premium,0,midwest,1,1
1372,26,0.233,9.2,4,mobile,credit_card,ad-supported,1,west,1,1
1373,21,0.602,19.8,4,mobile,gift_card,student_discount,0,midwest,1,0
1374,28,0.255,1.0,1,smart_tv,gift_card,student_discount,0,south,1,1
1375,46,0.118,1.1,2,tablet,paypal,student_discount,0,midwest,1,1
1376,2,0.176,5.2,4,smart_tv,gift_card,premium,0,midwest,1,1
1377,43,0.229,3.7,3,web,apple_pay,student_discount,1,northeast,1,1
1378,1,0.477,1.8,3,roku,gift_card,student_discount,0,northeast,1,1
1379,36,0.201,8.1,3,smart_tv,credit_card,ad-supported,1,midwest,1,1
1380,26,0.105,2.5,1,mobile,apple_pay,ad-supported,1,northeast,1,1
1381,29,0.137,4.1,2,tablet,apple_pay,ad-supported,1,south,1,1
1382,21,0.07,5.7,3,mobile,gift_card,premium,1,south,1,1
1383,11,0.33,4.9,2,web,paypal,ad-supported,1,midwest,0,0
1384,40,0.221,3.4,3,mobile,paypal,student_discount,0,west,1,1
1385,11,0.387,5.9,2,mobile,paypal,ad-supported,1,midwest,1,0
1386,36,0.415,0.8,1,tablet,credit_card,premium,0,west,0,0
1387,39,0.251,7.1,1,tablet,gift_card,ad-supported,0,west,1,1
1388,40,0.474,2.7,3,mobile,paypal,student_discount,1,west,1,0
1389,35,0.057,5.4,3,mobile,credit_card,ad-supported,1,south,1,1
1390,34,0.385,3.3,4,smart_tv,apple_pay,ad-supported,0,midwest,1,0
1391,47,0.487,2.1,3,web,paypal,ad-supported,1,west,1,1
1392,24,0.263,3.1,4,smart_tv,apple_pay,premium,0,midwest,1,1
1393,22,0.188,4.2,4,tablet,paypal,premium,0,northeast,0,0
1394,5,0.549,4.7,1,smart_tv,gift_card,premium,0,northeast,1,1
1395,33,0.144,4.3,1,smart_tv,apple_pay,premium,0,west,1,1
1396,36,0.287,1.9,4,mobile,gift_card,premium,0,south,1,1
1397,47,0.174,1.4,3,mobile,credit_card,ad-supported,0,south,1,1
1398,20,0.163,1.5,4,web,apple_pay,ad-supported,0,west,1,1
1399,19,0.104,2.8,3,roku,credit_card,premium,1,south,1,1
1400,35,0.519,5.3,1,roku,paypal,premium,0,south,1,0
1401,43,0.141,5.6,3,smart_tv,paypal,ad-supported,0,west,1,1
1402,17,0.194,2.1,4,web,paypal,student_discount,0,south,1,1
1403,45,0.371,3.4,3,web,credit_card,ad-supported,1,northeast,1,0
1404,43,0.267,0.8,4,tablet,paypal,premium,1,midwest,1,1
1405,34,0.182,2.5,3,mobile,gift_card,ad-supported,1,west,0,0
1406,9,0.173,2.1,4,tablet,credit_card,premium,0,south,1,1
1407,26,0.275,1.7,1,roku,credit_card,ad-supported,0,south,1,1
1408,2,0.181,3.7,4,web,apple_pay,ad-supported,0,west,1,1
1409,9,0.391,10.6,1,roku,paypal,ad-supported,0,northeast,1,0
1410,9,0.379,3.6,4,mobile,apple_pay,student_discount,0,northeast,1,0
1411,40,0.297,7.4,4,mobile,credit_card,ad-supported,0,northeast,1,1
1412,17,0.353,6.4,2,mobile,apple_pay,ad-supported,0,northeast,0,0
1413,1,0.194,2.2,2,roku,gift_card,student_discount,1,midwest,0,0
1414,25,0.268,5.9,2,web,paypal,ad-supported,1,west,0,0
1415,43,0.182,11.0,2,tablet,credit_card,student_discount,0,midwest,1,1
1416,40,0.526,1.1,3,web,apple_pay,student_discount,0,northeast,1,1
1417,42,0.125,6.4,1,web,paypal,student_discount,1,northeast,1,1
1418,25,0.251,3.2,1,smart_tv,gift_card,ad-supported,0,west,1,1
1419,39,0.286,1.9,2,web,paypal,premium,1,south,1,1
1420,35,0.262,4.5,3,tablet,apple_pay,ad-supported,0,west,1,1
1421,3,0.487,4.6,4,smart_tv,gift_card,premium,0,midwest,1,1
1422,37,0.217,14.7,4,web,credit_card,premium,0,south,1,1
1423,44,0.281,2.0,1,smart_tv,gift_card,student_discount,1,northeast,1,1
1424,44,0.347,3.6,1,web,paypal,student_discount,1,west,1,0
1425,30,0.294,3.5,3,mobile,credit_card,student_discount,0,south,1,1
1426,38,0.311,2.0,4,mobile,paypal,student_discount,1,west,1,1
1427,34,0.167,1.5,3,web,credit_card,ad-supported,0,northeast,1,1
1428,12,0.104,2.5,4,smart_tv,gift_card,ad-supported,0,midwest,1,1
1429,19,0.197,3.1,2,tablet,credit_card,premium,1,south,1,1
1430,37,0.387,1.4,2,mobile,paypal,ad-supported,0,south,1,1
1431,44,0.289,6.6,3,smart_tv,apple_pay,ad-supported,1,south,1,1
1432,17,0.256,5.0,1,tablet,apple_pay,premium,1,midwest,0,0
1433,10,0.224,1.2,3,smart_tv,apple_pay,ad-supported,0,midwest,1,1
1434,47,0.601,2.4,3,web,credit_card,ad-supported,1,south,1,1
1435,12,0.571,3.8,4,mobile,apple_pay,student_discount,0,south,1,0
1436,16,0.257,5.7,4,mobile,apple_pay,student_discount,0,south,1,1
1437,24,0.083,3.2,4,mobile,paypal,premium,0,northeast,1,1
1438,19,0.756,5.5,4,web,gift_card,student_discount,1,west,1,0
1439,8,0.82,4.4,1,tablet,credit_card,ad-supported,0,northeast,1,0
1440,31,0.485,5.9,1,tablet,apple_pay,student_discount,1,northeast,1,0
1441,21,0.235,1.8,2,mobile,paypal,student_discount,1,midwest,0,0
1442,17,0.569,5.1,3,tablet,credit_card,premium,0,south,1,0
1443,23,0.444,3.2,2,mobile,paypal,ad-supported,0,northeast,1,0
1444,37,0.274,7.3,4,tablet,gift_card,premium,1,south,1,1
1445,16,0.315,1.7,3,mobile,apple_pay,ad-supported,1,midwest,1,1
1446,6,0.116,4.4,4,tablet,credit_card,ad-supported,0,northeast,1,1
1447,8,0.465,3.6,3,smart_tv,credit_card,ad-supported,0,south,1,0
1448,25,0.431,3.0,1,mobile,apple_pay,student_discount,1,midwest,1,0
1449,18,0.247,2.5,4,mobile,paypal,premium,0,midwest,1,1
1450,25,0.097,2.7,3,roku,gift_card,ad-supported,0,northeast,0,0
1451,12,0.167,10.1,3,mobile,credit_card,student_discount,1,midwest,0,0
1452,15,0.135,2.9,4,tablet,credit_card,premium,1,west,0,0
1453,26,0.393,9.6,1,smart_tv,gift_card,student_discount,0,midwest,1,0
1454,41,0.26,3.0,1,smart_tv,credit_card,student_discount,1,northeast,0,0
1455,45,0.449,3.9,1,tablet,gift_card,ad-supported,0,south,1,0
1456,26,0.075,3.4,3,web,apple_pay,premium,1,west,1,1
1457,47,0.408,9.9,1,mobile,gift_card,student_discount,0,midwest,1,0
1458,32,0.307,6.1,3,smart_tv,gift_card,student_discount,1,south,1,0
1459,10,0.395,2.3,2,tablet,paypal,student_discount,0,south,1,1
1460,16,0.151,0.9,1,smart_tv,gift_card,student_discount,1,south,0,0
1461,7,0.251,2.4,4,smart_tv,apple_pay,ad-supported,1,northeast,1,1
1462,17,0.215,8.2,4,tablet,credit_card,ad-supported,1,midwest,1,1
1463,23,0.465,1.2,4,roku,paypal,premium,0,west,1,1
1464,26,0.08,0.9,4,smart_tv,gift_card,student_discount,1,northeast,1,1
1465,21,0.109,2.0,2,smart_tv,paypal,ad-supported,0,south,1,1
1466,22,0.12,1.4,2,web,apple_pay,premium,0,midwest,0,0
1467,7,0.11,1.6,1,roku,apple_pay,premium,0,south,1,1
1468,14,0.12,0.5,1,web,credit_card,ad-supported,0,west,1,1
1469,15,0.249,3.9,4,tablet,apple_pay,ad-supported,0,south,1,1
1470,7,0.329,4.5,4,mobile,apple_pay,student_discount,1,northeast,0,0
1471,9,0.092,2.9,4,tablet,gift_card,ad-supported,1,northeast,1,1
1472,8,0.242,0.9,3,roku,apple_pay,ad-supported,0,west,0,0
1473,23,0.303,2.0,1,tablet,apple_pay,ad-supported,0,west,1,1
1474,29,0.403,4.4,4,roku,apple_pay,premium,0,midwest,1,0
1475,18,0.051,4.8,4,web,credit_card,ad-supported,1,midwest,0,0
1476,31,0.345,0.6,4,smart_tv,gift_card,premium,0,south,0,0
1477,30,0.304,3.5,2,tablet,gift_card,premium,0,south,1,0
1478,39,0.239,1.8,2,tablet,paypal,ad-supported,0,west,1,1
1479,35,0.171,3.3,2,smart_tv,apple_pay,premium,0,west,1,1
1480,18,0.108,1.0,3,tablet,paypal,student_discount,0,west,1,1
1481,42,0.072,0.7,3,tablet,paypal,student_discount,0,south,1,1
1482,39,0.388,2.9,1,mobile,apple_pay,premium,1,northeast,1,0
1483,17,0.087,3.1,4,mobile,gift_card,ad-supported,1,west,1,1
1484,14,0.117,1.6,1,smart_tv,apple_pay,ad-supported,1,west,1,1
1485,31,0.322,9.0,1,web,paypal,premium,0,midwest,1,0
1486,24,0.027,1.8,2,tablet,credit_card,ad-supported,0,northeast,1,1
1487,35,0.269,1.8,4,tablet,paypal,premium,0,northeast,1,1
1488,44,0.195,3.4,2,web,gift_card,student_discount,0,south,1,1
1489,45,0.305,3.1,2,tablet,credit_card,premium,0,west,1,0
1490,34,0.15,1.8,4,web,paypal,premium,0,south,1,1
1491,3,0.228,4.5,1,smart_tv,apple_pay,student_discount,1,south,1,1
1492,37,0.328,4.5,1,smart_tv,gift_card,student_discount,0,northeast,1,0
1493,43,0.514,3.5,2,web,credit_card,premium,0,south,1,0
1494,40,0.181,3.9,4,web,gift_card,student_discount,0,west,1,1
1495,26,0.173,3.2,1,roku,paypal,student_discount,0,northeast,1,1
1496,23,0.109,3.1,3,mobile,gift_card,ad-supported,1,northeast,0,0
1497,44,0.231,1.0,1,mobile,credit_card,student_discount,0,west,0,0
1498,39,0.431,3.6,4,tablet,apple_pay,student_discount,1,northeast,1,0
1499,15,0.363,6.2,4,tablet,credit_card,premium,0,midwest,1,0
1500,4,0.344,3.9,4,web,gift_card,student_discount,0,west,1,1
1501,29,0.409,2.6,2,web,apple_pay,premium,0,northeast,1,0
1502,22,0.179,6.0,1,mobile,apple_pay,ad-supported,0,south,1,1
1503,25,0.018,3.9,3,tablet,gift_card,premium,1,south,1,1
1504,13,0.164,1.8,2,mobile,credit_card,premium,1,west,0,0
1505,18,0.39,6.0,1,smart_tv,apple_pay,ad-supported,0,west,1,0
1506,33,0.13,2.2,4,mobile,apple_pay,ad-supported,1,west,1,1
1507,16,0.407,1.3,1,mobile,gift_card,student_discount,0,midwest,1,1
1508,45,0.251,1.6,4,web,apple_pay,premium,1,south,0,0
1509,42,0.288,2.1,4,tablet,credit_card,premium,1,south,1,1
1510,44,0.402,0.9,1,smart_tv,apple_pay,premium,0,west,1,1
1511,2,0.201,7.8,1,mobile,paypal,ad-supported,1,south,1,1
1512,35,0.571,0.6,3,mobile,apple_pay,premium,1,midwest,1,1
1513,42,0.253,4.9,1,web,paypal,student_discount,1,northeast,1,1
1514,34,0.559,4.0,1,roku,credit_card,ad-supported,1,midwest,1,0
1515,30,0.296,3.9,2,tablet,paypal,premium,0,west,1,1
1516,13,0.174,4.4,4,tablet,apple_pay,ad-supported,1,midwest,1,1
1517,13,0.374,2.8,4,tablet,apple_pay,ad-supported,1,south,1,0
1518,18,0.302,4.9,3,mobile,gift_card,ad-supported,0,south,1,0
1519,32,0.095,3.0,2,mobile,gift_card,premium,1,midwest,0,0
1520,32,0.496,2.4,3,mobile,apple_pay,premium,1,west,1,1
1521,35,0.343,1.1,1,roku,apple_pay,student_discount,1,west,1,1
1522,39,0.525,4.2,3,mobile,apple_pay,ad-supported,1,northeast,1,0
1523,46,0.296,4.2,4,tablet,apple_pay,premium,0,midwest,0,0
1524,29,0.15,3.2,2,tablet,credit_card,premium,1,northeast,1,1
1525,29,0.305,5.6,1,web,apple_pay,student_discount,1,south,1,0
1526,44,0.303,7.1,2,roku,paypal,premium,0,midwest,1,0
1527,16,0.177,2.1,2,smart_tv,gift_card,premium,0,northeast,1,1
1528,44,0.196,5.0,3,mobile,paypal,premium,1,midwest,1,1
1529,47,0.242,1.0,1,smart_tv,paypal,ad-supported,0,midwest,1,1
1530,10,0.524,3.4,2,mobile,credit_card,student_discount,1,south,1,0
1531,30,0.051,2.8,2,roku,paypal,student_discount,1,northeast,1,1
1532,25,0.216,5.7,3,roku,paypal,student_discount,0,northeast,1,1
1533,39,0.526,2.3,2,tablet,paypal,premium,0,northeast,1,1
1534,20,0.094,7.3,4,roku,gift_card,premium,0,northeast,1,1
1535,5,0.795,2.7,4,smart_tv,credit_card,premium,0,northeast,1,1
1536,1,0.402,1.1,1,smart_tv,paypal,ad-supported,0,south,1,1
1537,30,0.121,0.7,1,roku,paypal,ad-supported,0,midwest,1,1
1538,3,0.298,5.4,3,smart_tv,credit_card,student_discount,1,south,0,0
1539,45,0.165,0.9,2,mobile,apple_pay,ad-supported,1,midwest,1,1
1540,14,0.153,4.6,3,web,paypal,ad-supported,0,northeast,1,1
1541,30,0.311,5.3,3,tablet,gift_card,premium,1,south,1,0
1542,4,0.04,1.8,4,web,gift_card,premium,0,west,1,1
1543,18,0.054,4.0,2,smart_tv,apple_pay,student_discount,1,midwest,1,1
1544,37,0.318,9.0,4,tablet,paypal,premium,0,midwest,1,0
1545,25,0.181,2.9,4,web,credit_card,premium,0,midwest,1,1
1546,1,0.364,0.8,1,web,apple_pay,ad-supported,0,northeast,1,1
1547,46,0.261,2.0,3,smart_tv,gift_card,student_discount,0,south,1,1
1548,15,0.156,9.7,4,tablet,gift_card,ad-supported,0,midwest,1,1
1549,9,0.379,5.6,1,tablet,credit_card,student_discount,0,northeast,1,0
1550,15,0.302,1.2,1,web,apple_pay,student_discount,0,south,1,1
1551,24,0.767,7.0,2,tablet,credit_card,premium,0,west,0,0
1552,4,0.186,7.2,2,tablet,apple_pay,ad-supported,0,midwest,1,1
1553,12,0.096,2.3,4,mobile,apple_pay,ad-supported,0,northeast,1,1
1554,37,0.476,1.0,1,smart_tv,apple_pay,premium,1,midwest,1,1
1555,37,0.229,6.5,1,smart_tv,paypal,student_discount,0,northeast,1,1
1556,43,0.112,10.6,1,mobile,gift_card,student_discount,0,west,0,0
1557,6,0.312,1.8,3,web,gift_card,student_discount,0,south,1,1
1558,39,0.292,5.4,1,roku,gift_card,student_discount,0,midwest,1,1
1559,46,0.254,1.8,3,web,apple_pay,premium,0,west,1,1
1560,24,0.362,1.8,2,mobile,apple_pay,student_discount,0,west,1,1
1561,11,0.185,4.0,4,tablet,paypal,ad-supported,0,west,1,1
1562,13,0.464,1.6,2,mobile,gift_card,student_discount,1,northeast,1,1
1563,34,0.336,3.2,4,smart_tv,gift_card,student_discount,1,northeast,1,0
1564,25,0.104,7.4,1,tablet,paypal,student_discount,0,northeast,1,1
1565,7,0.371,0.8,4,web,gift_card,premium,0,south,1,1
1566,4,0.206,5.9,4,tablet,credit_card,student_discount,0,west,1,1
1567,8,0.774,3.8,2,smart_tv,credit_card,premium,0,northeast,1,0
1568,20,0.176,4.5,4,mobile,paypal,ad-supported,0,midwest,1,1
1569,29,0.109,3.5,1,web,gift_card,student_discount,1,south,1,1
1570,45,0.161,8.1,3,roku,paypal,student_discount,0,midwest,1,1
1571,46,0.224,4.3,1,roku,paypal,ad-supported,0,northeast,1,1
1572,10,0.227,2.5,4,mobile,paypal,student_discount,1,west,1,1
1573,43,0.36,3.8,2,web,gift_card,student_discount,1,northeast,1,0
1574,34,0.068,2.4,1,web,paypal,premium,0,midwest,1,1
1575,26,0.131,1.9,4,tablet,gift_card,premium,0,midwest,1,1
1576,41,0.269,6.9,2,mobile,credit_card,ad-supported,1,south,1,1
1577,3,0.091,2.4,3,tablet,paypal,premium,1,northeast,0,0
1578,6,0.386,0.7,2,mobile,paypal,premium,0,west,0,0
1579,5,0.135,4.5,4,smart_tv,gift_card,ad-supported,1,south,1,1
1580,5,0.182,2.5,2,mobile,credit_card,ad-supported,1,northeast,1,1
1581,47,0.087,9.1,4,tablet,gift_card,student_discount,1,west,1,1
1582,23,0.08,5.1,2,web,apple_pay,student_discount,0,midwest,1,1
1583,9,0.467,8.8,2,mobile,gift_card,student_discount,0,west,1,0
1584,35,0.235,5.8,2,web,credit_card,student_discount,0,south,1,1
1585,20,0.151,7.0,4,smart_tv,credit_card,premium,0,northeast,1,1
1586,42,0.401,4.4,2,roku,paypal,premium,1,midwest,1,0
1587,35,0.736,6.0,4,roku,gift_card,ad-supported,1,south,0,0
1588,18,0.218,1.7,1,tablet,gift_card,ad-supported,0,south,1,1
1589,17,0.47,5.8,3,mobile,apple_pay,premium,0,south,1,0
1590,24,0.435,1.0,1,smart_tv,credit_card,student_discount,0,midwest,1,1
1591,3,0.299,3.2,3,smart_tv,gift_card,student_discount,1,south,1,1
1592,32,0.24,2.1,4,web,apple_pay,student_discount,1,northeast,0,0
1593,35,0.665,4.0,1,tablet,gift_card,student_discount,0,midwest,1,0
1594,38,0.1,2.3,3,smart_tv,credit_card,ad-supported,1,south,1,1
1595,13,0.526,1.0,3,mobile,paypal,premium,1,midwest,1,1
1596,47,0.216,0.9,1,smart_tv,gift_card,ad-supported,1,northeast,1,1
1597,25,0.184,1.1,1,roku,credit_card,premium,0,south,0,0
1598,9,0.084,4.1,4,tablet,credit_card,student_discount,1,midwest,0,0
1599,4,0.213,4.2,3,web,credit_card,ad-supported,1,midwest,1,1
1600,14,0.092,2.3,4,mobile,apple_pay,premium,0,west,1,1
1601,37,0.47,4.6,4,roku,apple_pay,premium,0,northeast,1,0
1602,34,0.259,2.9,2,smart_tv,paypal,premium,1,northeast,1,1
1603,11,0.379,4.4,4,tablet,gift_card,premium,0,west,1,0
1604,41,0.219,3.3,3,tablet,apple_pay,student_discount,0,midwest,1,1
1605,3,0.359,5.9,2,mobile,apple_pay,student_discount,0,south,1,1
1606,28,0.146,1.6,4,web,apple_pay,premium,0,south,1,1
1607,29,0.187,0.5,4,roku,gift_card,premium,0,midwest,1,1
1608,9,0.127,2.9,3,web,paypal,premium,0,northeast,1,1
1609,3,0.387,3.6,2,mobile,paypal,student_discount,1,west,1,1
1610,25,0.168,1.3,1,mobile,paypal,ad-supported,1,south,1,1
1611,34,0.382,1.5,1,roku,gift_card,premium,0,south,1,1
1612,12,0.021,5.0,2,tablet,gift_card,ad-supported,1,northeast,1,1
1613,42,0.556,5.1,2,tablet,paypal,student_discount,1,northeast,1,0
1614,9,0.224,2.9,2,roku,credit_card,student_discount,1,northeast,1,1
1615,15,0.373,0.7,2,web,gift_card,student_discount,1,west,1,1
1616,40,0.021,4.8,1,roku,gift_card,student_discount,1,midwest,1,1
1617,25,0.051,3.5,4,tablet,paypal,student_discount,1,west,1,1
1618,5,0.795,2.1,3,web,paypal,ad-supported,0,midwest,1,1
1619,11,0.178,6.3,1,smart_tv,credit_card,ad-supported,0,west,0,0
1620,34,0.531,0.3,3,web,credit_card,ad-supported,0,midwest,1,1
1621,24,0.137,3.2,1,tablet,apple_pay,ad-supported,0,northeast,1,1
1622,15,0.275,4.9,2,mobile,apple_pay,premium,0,midwest,1,1
1623,38,0.255,1.0,1,web,paypal,student_discount,1,northeast,1,1
1624,8,0.143,0.9,1,web,apple_pay,ad-supported,1,west,1,1
1625,5,0.239,9.7,2,mobile,gift_card,ad-supported,0,midwest,1,1
1626,26,0.099,5.0,4,tablet,credit_card,premium,0,midwest,1,1
1627,18,0.596,8.1,2,smart_tv,apple_pay,premium,0,south,1,0
